"id","year","state_name","state_code","cause","cases","injured","died"
0,"2018","Andaman And Nicobar Islands","35","Animal Crossing",0.0,0.0,0.0
1,"2018","Andaman And Nicobar Islands","35","Causes Not Known",0.0,0.0,0.0
2,"2018","Andaman And Nicobar Islands","35","Dangerous Or Careless Driving/ Over-Taking/Etc.",16.0,11.0,1.0
3,"2018","Andaman And Nicobar Islands","35","Defect In Mechanical Condition Of Motor Vehicle",0.0,0.0,0.0
4,"2018","Andaman And Nicobar Islands","35","Driving Under Influence Of Drug/Alcohol",20.0,19.0,0.0
5,"2018","Andaman And Nicobar Islands","35","Lack Of Road Infrastructure",0.0,0.0,0.0
6,"2018","Andaman And Nicobar Islands","35","Other Causes",65.0,70.0,11.0
7,"2018","Andaman And Nicobar Islands","35","Over Speeding",153.0,160.0,7.0
8,"2018","Andaman And Nicobar Islands","35","Physical Fatigue Of Drivers",0.0,0.0,0.0
9,"2018","Andaman And Nicobar Islands","35","Total Road Accidents",254.0,260.0,19.0
10,"2018","Andaman And Nicobar Islands","35","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
11,"2018","Andaman And Nicobar Islands","35","Vehicles Parking At Road Shoulders",0.0,0.0,0.0
12,"2018","Andaman And Nicobar Islands","35","Weather Condition (Others Causes)",0.0,0.0,0.0
13,"2018","Andaman And Nicobar Islands","35","Weather Condition (Poor Visibility)",0.0,0.0,0.0
14,"2018","Andaman And Nicobar Islands","35","Weather Condition (Total)",0.0,0.0,0.0
15,"2018","Andhra Pradesh","28","Animal Crossing",54.0,66.0,31.0
16,"2018","Andhra Pradesh","28","Causes Not Known",122.0,68.0,64.0
17,"2018","Andhra Pradesh","28","Dangerous Or Careless Driving/ Over-Taking/Etc.",5495.0,4567.0,1441.0
18,"2018","Andhra Pradesh","28","Defect In Mechanical Condition Of Motor Vehicle",87.0,134.0,9.0
19,"2018","Andhra Pradesh","28","Driving Under Influence Of Drug/Alcohol",126.0,122.0,79.0
20,"2018","Andhra Pradesh","28","Lack Of Road Infrastructure",16.0,8.0,14.0
21,"2018","Andhra Pradesh","28","Other Causes",453.0,500.0,279.0
22,"2018","Andhra Pradesh","28","Over Speeding",14258.0,16069.0,5473.0
23,"2018","Andhra Pradesh","28","Physical Fatigue Of Drivers",29.0,37.0,4.0
24,"2018","Andhra Pradesh","28","Total Road Accidents",21008.0,22009.0,7584.0
25,"2018","Andhra Pradesh","28","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
26,"2018","Andhra Pradesh","28","Vehicles Parking At Road Shoulders",55.0,42.0,52.0
27,"2018","Andhra Pradesh","28","Weather Condition (Others Causes)",244.0,291.0,108.0
28,"2018","Andhra Pradesh","28","Weather Condition (Poor Visibility)",69.0,105.0,30.0
29,"2018","Andhra Pradesh","28","Weather Condition (Total)",313.0,396.0,138.0
30,"2018","Arunachal Pradesh","12","Animal Crossing",1.0,4.0,0.0
31,"2018","Arunachal Pradesh","12","Causes Not Known",16.0,10.0,16.0
32,"2018","Arunachal Pradesh","12","Dangerous Or Careless Driving/ Over-Taking/Etc.",35.0,27.0,11.0
33,"2018","Arunachal Pradesh","12","Defect In Mechanical Condition Of Motor Vehicle",14.0,26.0,12.0
34,"2018","Arunachal Pradesh","12","Driving Under Influence Of Drug/Alcohol",5.0,7.0,6.0
35,"2018","Arunachal Pradesh","12","Lack Of Road Infrastructure",16.0,32.0,25.0
36,"2018","Arunachal Pradesh","12","Other Causes",62.0,59.0,46.0
37,"2018","Arunachal Pradesh","12","Over Speeding",65.0,63.0,40.0
38,"2018","Arunachal Pradesh","12","Physical Fatigue Of Drivers",0.0,0.0,0.0
39,"2018","Arunachal Pradesh","12","Total Road Accidents",229.0,243.0,163.0
40,"2018","Arunachal Pradesh","12","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
41,"2018","Arunachal Pradesh","12","Vehicles Parking At Road Shoulders",2.0,2.0,1.0
42,"2018","Arunachal Pradesh","12","Weather Condition (Others Causes)",3.0,3.0,4.0
43,"2018","Arunachal Pradesh","12","Weather Condition (Poor Visibility)",10.0,10.0,2.0
44,"2018","Arunachal Pradesh","12","Weather Condition (Total)",13.0,13.0,6.0
45,"2018","Assam","18","Animal Crossing",76.0,66.0,26.0
46,"2018","Assam","18","Causes Not Known",59.0,38.0,28.0
47,"2018","Assam","18","Dangerous Or Careless Driving/ Over-Taking/Etc.",1329.0,932.0,547.0
48,"2018","Assam","18","Defect In Mechanical Condition Of Motor Vehicle",318.0,313.0,101.0
49,"2018","Assam","18","Driving Under Influence Of Drug/Alcohol",254.0,155.0,61.0
50,"2018","Assam","18","Lack Of Road Infrastructure",205.0,196.0,75.0
51,"2018","Assam","18","Other Causes",822.0,838.0,385.0
52,"2018","Assam","18","Over Speeding",3439.0,2885.0,1252.0
53,"2018","Assam","18","Physical Fatigue Of Drivers",81.0,106.0,26.0
54,"2018","Assam","18","Total Road Accidents",7180.0,6081.0,2712.0
55,"2018","Assam","18","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
56,"2018","Assam","18","Vehicles Parking At Road Shoulders",114.0,89.0,33.0
57,"2018","Assam","18","Weather Condition (Others Causes)",345.0,358.0,112.0
58,"2018","Assam","18","Weather Condition (Poor Visibility)",138.0,105.0,66.0
59,"2018","Assam","18","Weather Condition (Total)",483.0,463.0,178.0
60,"2018","Bihar","10","Animal Crossing",201.0,144.0,94.0
61,"2018","Bihar","10","Causes Not Known",94.0,70.0,88.0
62,"2018","Bihar","10","Dangerous Or Careless Driving/ Over-Taking/Etc.",2917.0,2060.0,2070.0
63,"2018","Bihar","10","Defect In Mechanical Condition Of Motor Vehicle",206.0,165.0,149.0
64,"2018","Bihar","10","Driving Under Influence Of Drug/Alcohol",54.0,47.0,30.0
65,"2018","Bihar","10","Lack Of Road Infrastructure",51.0,48.0,41.0
66,"2018","Bihar","10","Other Causes",395.0,461.0,316.0
67,"2018","Bihar","10","Over Speeding",5031.0,3259.0,3497.0
68,"2018","Bihar","10","Physical Fatigue Of Drivers",90.0,58.0,65.0
69,"2018","Bihar","10","Total Road Accidents",9600.0,6679.0,6729.0
70,"2018","Bihar","10","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
71,"2018","Bihar","10","Vehicles Parking At Road Shoulders",30.0,31.0,14.0
72,"2018","Bihar","10","Weather Condition (Others Causes)",124.0,78.0,77.0
73,"2018","Bihar","10","Weather Condition (Poor Visibility)",407.0,258.0,288.0
74,"2018","Bihar","10","Weather Condition (Total)",531.0,336.0,365.0
75,"2018","Chandigarh","4","Animal Crossing",0.0,0.0,0.0
76,"2018","Chandigarh","4","Causes Not Known",4.0,4.0,1.0
77,"2018","Chandigarh","4","Dangerous Or Careless Driving/ Over-Taking/Etc.",62.0,46.0,29.0
78,"2018","Chandigarh","4","Defect In Mechanical Condition Of Motor Vehicle",2.0,1.0,1.0
79,"2018","Chandigarh","4","Driving Under Influence Of Drug/Alcohol",8.0,7.0,2.0
80,"2018","Chandigarh","4","Lack Of Road Infrastructure",6.0,5.0,3.0
81,"2018","Chandigarh","4","Other Causes",1.0,1.0,1.0
82,"2018","Chandigarh","4","Over Speeding",223.0,195.0,57.0
83,"2018","Chandigarh","4","Physical Fatigue Of Drivers",2.0,2.0,1.0
84,"2018","Chandigarh","4","Total Road Accidents",317.0,267.0,101.0
85,"2018","Chandigarh","4","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
86,"2018","Chandigarh","4","Vehicles Parking At Road Shoulders",5.0,4.0,2.0
87,"2018","Chandigarh","4","Weather Condition (Others Causes)",1.0,0.0,1.0
88,"2018","Chandigarh","4","Weather Condition (Poor Visibility)",3.0,2.0,3.0
89,"2018","Chandigarh","4","Weather Condition (Total)",4.0,2.0,4.0
90,"2018","Chhattisgarh","22","Animal Crossing",118.0,79.0,23.0
91,"2018","Chhattisgarh","22","Causes Not Known",715.0,584.0,315.0
92,"2018","Chhattisgarh","22","Dangerous Or Careless Driving/ Over-Taking/Etc.",1942.0,1909.0,721.0
93,"2018","Chhattisgarh","22","Defect In Mechanical Condition Of Motor Vehicle",208.0,183.0,95.0
94,"2018","Chhattisgarh","22","Driving Under Influence Of Drug/Alcohol",189.0,167.0,69.0
95,"2018","Chhattisgarh","22","Lack Of Road Infrastructure",112.0,64.0,22.0
96,"2018","Chhattisgarh","22","Other Causes",1134.0,1172.0,404.0
97,"2018","Chhattisgarh","22","Over Speeding",8962.0,8203.0,2815.0
98,"2018","Chhattisgarh","22","Physical Fatigue Of Drivers",39.0,52.0,25.0
99,"2018","Chhattisgarh","22","Total Road Accidents",13865.0,12716.0,4593.0
100,"2018","Chhattisgarh","22","Unmanned Railway Crossing Accidents",6.0,0.0,6.0
101,"2018","Chhattisgarh","22","Vehicles Parking At Road Shoulders",131.0,87.0,32.0
102,"2018","Chhattisgarh","22","Weather Condition (Others Causes)",233.0,153.0,57.0
103,"2018","Chhattisgarh","22","Weather Condition (Poor Visibility)",82.0,63.0,15.0
104,"2018","Chhattisgarh","22","Weather Condition (Total)",315.0,216.0,72.0
105,"2018","Delhi","7","Animal Crossing",8.0,4.0,3.0
106,"2018","Delhi","7","Causes Not Known",386.0,342.0,84.0
107,"2018","Delhi","7","Dangerous Or Careless Driving/ Over-Taking/Etc.",3032.0,2635.0,782.0
108,"2018","Delhi","7","Defect In Mechanical Condition Of Motor Vehicle",37.0,43.0,9.0
109,"2018","Delhi","7","Driving Under Influence Of Drug/Alcohol",151.0,132.0,24.0
110,"2018","Delhi","7","Lack Of Road Infrastructure",17.0,16.0,3.0
111,"2018","Delhi","7","Other Causes",626.0,530.0,156.0
112,"2018","Delhi","7","Over Speeding",2166.0,1853.0,656.0
113,"2018","Delhi","7","Physical Fatigue Of Drivers",5.0,6.0,1.0
114,"2018","Delhi","7","Total Road Accidents",6517.0,5640.0,1734.0
115,"2018","Delhi","7","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
116,"2018","Delhi","7","Vehicles Parking At Road Shoulders",13.0,11.0,1.0
117,"2018","Delhi","7","Weather Condition (Others Causes)",32.0,28.0,5.0
118,"2018","Delhi","7","Weather Condition (Poor Visibility)",44.0,40.0,10.0
119,"2018","Delhi","7","Weather Condition (Total)",76.0,68.0,15.0
120,"2018","Goa","30","Animal Crossing",32.0,12.0,1.0
121,"2018","Goa","30","Causes Not Known",4.0,0.0,2.0
122,"2018","Goa","30","Dangerous Or Careless Driving/ Over-Taking/Etc.",2157.0,816.0,130.0
123,"2018","Goa","30","Defect In Mechanical Condition Of Motor Vehicle",3.0,0.0,0.0
124,"2018","Goa","30","Driving Under Influence Of Drug/Alcohol",30.0,12.0,7.0
125,"2018","Goa","30","Lack Of Road Infrastructure",4.0,0.0,0.0
126,"2018","Goa","30","Other Causes",7.0,2.0,0.0
127,"2018","Goa","30","Over Speeding",1470.0,660.0,124.0
128,"2018","Goa","30","Physical Fatigue Of Drivers",0.0,0.0,0.0
129,"2018","Goa","30","Total Road Accidents",3710.0,1502.0,264.0
130,"2018","Goa","30","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
131,"2018","Goa","30","Vehicles Parking At Road Shoulders",3.0,0.0,0.0
132,"2018","Goa","30","Weather Condition (Others Causes)",0.0,0.0,0.0
133,"2018","Goa","30","Weather Condition (Poor Visibility)",0.0,0.0,0.0
134,"2018","Goa","30","Weather Condition (Total)",0.0,0.0,0.0
135,"2018","Gujarat","24","Animal Crossing",132.0,162.0,79.0
136,"2018","Gujarat","24","Causes Not Known",134.0,148.0,58.0
137,"2018","Gujarat","24","Dangerous Or Careless Driving/ Over-Taking/Etc.",2620.0,2604.0,1195.0
138,"2018","Gujarat","24","Defect In Mechanical Condition Of Motor Vehicle",316.0,264.0,149.0
139,"2018","Gujarat","24","Driving Under Influence Of Drug/Alcohol",300.0,296.0,122.0
140,"2018","Gujarat","24","Lack Of Road Infrastructure",106.0,108.0,54.0
141,"2018","Gujarat","24","Other Causes",115.0,91.0,44.0
142,"2018","Gujarat","24","Over Speeding",13941.0,13148.0,5972.0
143,"2018","Gujarat","24","Physical Fatigue Of Drivers",173.0,176.0,66.0
144,"2018","Gujarat","24","Total Road Accidents",18414.0,17619.0,8040.0
145,"2018","Gujarat","24","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
146,"2018","Gujarat","24","Vehicles Parking At Road Shoulders",233.0,180.0,122.0
147,"2018","Gujarat","24","Weather Condition (Others Causes)",96.0,116.0,60.0
148,"2018","Gujarat","24","Weather Condition (Poor Visibility)",248.0,326.0,119.0
149,"2018","Gujarat","24","Weather Condition (Total)",344.0,442.0,179.0
150,"2018","Haryana","6","Animal Crossing",142.0,126.0,85.0
151,"2018","Haryana","6","Causes Not Known",389.0,334.0,160.0
152,"2018","Haryana","6","Dangerous Or Careless Driving/ Over-Taking/Etc.",4193.0,3384.0,1834.0
153,"2018","Haryana","6","Defect In Mechanical Condition Of Motor Vehicle",79.0,64.0,32.0
154,"2018","Haryana","6","Driving Under Influence Of Drug/Alcohol",151.0,131.0,56.0
155,"2018","Haryana","6","Lack Of Road Infrastructure",102.0,86.0,49.0
156,"2018","Haryana","6","Other Causes",1309.0,1063.0,654.0
157,"2018","Haryana","6","Over Speeding",4391.0,3846.0,2110.0
158,"2018","Haryana","6","Physical Fatigue Of Drivers",37.0,28.0,21.0
159,"2018","Haryana","6","Total Road Accidents",11652.0,9819.0,5429.0
160,"2018","Haryana","6","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
161,"2018","Haryana","6","Vehicles Parking At Road Shoulders",109.0,80.0,51.0
162,"2018","Haryana","6","Weather Condition (Others Causes)",342.0,278.0,156.0
163,"2018","Haryana","6","Weather Condition (Poor Visibility)",408.0,399.0,221.0
164,"2018","Haryana","6","Weather Condition (Total)",750.0,677.0,377.0
165,"2018","Himachal Pradesh","2","Animal Crossing",15.0,26.0,4.0
166,"2018","Himachal Pradesh","2","Causes Not Known",6.0,6.0,3.0
167,"2018","Himachal Pradesh","2","Dangerous Or Careless Driving/ Over-Taking/Etc.",894.0,1514.0,341.0
168,"2018","Himachal Pradesh","2","Defect In Mechanical Condition Of Motor Vehicle",42.0,107.0,16.0
169,"2018","Himachal Pradesh","2","Driving Under Influence Of Drug/Alcohol",128.0,201.0,36.0
170,"2018","Himachal Pradesh","2","Lack Of Road Infrastructure",69.0,35.0,27.0
171,"2018","Himachal Pradesh","2","Other Causes",46.0,43.0,11.0
172,"2018","Himachal Pradesh","2","Over Speeding",1556.0,2450.0,553.0
173,"2018","Himachal Pradesh","2","Physical Fatigue Of Drivers",16.0,38.0,8.0
174,"2018","Himachal Pradesh","2","Total Road Accidents",3119.0,4992.0,1077.0
175,"2018","Himachal Pradesh","2","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
176,"2018","Himachal Pradesh","2","Vehicles Parking At Road Shoulders",9.0,11.0,3.0
177,"2018","Himachal Pradesh","2","Weather Condition (Others Causes)",283.0,525.0,72.0
178,"2018","Himachal Pradesh","2","Weather Condition (Poor Visibility)",55.0,36.0,3.0
179,"2018","Himachal Pradesh","2","Weather Condition (Total)",338.0,561.0,75.0
180,"2018","Jammu And Kashmir","1","Animal Crossing",0.0,0.0,0.0
181,"2018","Jammu And Kashmir","1","Causes Not Known",356.0,486.0,57.0
182,"2018","Jammu And Kashmir","1","Dangerous Or Careless Driving/ Over-Taking/Etc.",697.0,825.0,126.0
183,"2018","Jammu And Kashmir","1","Defect In Mechanical Condition Of Motor Vehicle",161.0,223.0,41.0
184,"2018","Jammu And Kashmir","1","Driving Under Influence Of Drug/Alcohol",26.0,42.0,13.0
185,"2018","Jammu And Kashmir","1","Lack Of Road Infrastructure",17.0,20.0,3.0
186,"2018","Jammu And Kashmir","1","Other Causes",1036.0,1332.0,184.0
187,"2018","Jammu And Kashmir","1","Over Speeding",3529.0,4686.0,542.0
188,"2018","Jammu And Kashmir","1","Physical Fatigue Of Drivers",29.0,46.0,5.0
189,"2018","Jammu And Kashmir","1","Total Road Accidents",5997.0,7855.0,986.0
190,"2018","Jammu And Kashmir","1","Unmanned Railway Crossing Accidents",2.0,0.0,2.0
191,"2018","Jammu And Kashmir","1","Vehicles Parking At Road Shoulders",3.0,1.0,0.0
192,"2018","Jammu And Kashmir","1","Weather Condition (Others Causes)",133.0,166.0,13.0
193,"2018","Jammu And Kashmir","1","Weather Condition (Poor Visibility)",10.0,28.0,2.0
194,"2018","Jammu And Kashmir","1","Weather Condition (Total)",143.0,194.0,15.0
195,"2018","Jharkhand","20","Animal Crossing",67.0,71.0,31.0
196,"2018","Jharkhand","20","Causes Not Known",23.0,14.0,20.0
197,"2018","Jharkhand","20","Dangerous Or Careless Driving/ Over-Taking/Etc.",1621.0,976.0,983.0
198,"2018","Jharkhand","20","Defect In Mechanical Condition Of Motor Vehicle",154.0,183.0,174.0
199,"2018","Jharkhand","20","Driving Under Influence Of Drug/Alcohol",754.0,643.0,544.0
200,"2018","Jharkhand","20","Lack Of Road Infrastructure",30.0,34.0,14.0
201,"2018","Jharkhand","20","Other Causes",16.0,7.0,13.0
202,"2018","Jharkhand","20","Over Speeding",2338.0,1707.0,1532.0
203,"2018","Jharkhand","20","Physical Fatigue Of Drivers",252.0,197.0,137.0
204,"2018","Jharkhand","20","Total Road Accidents",5394.0,3975.0,3542.0
205,"2018","Jharkhand","20","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
206,"2018","Jharkhand","20","Vehicles Parking At Road Shoulders",29.0,18.0,9.0
207,"2018","Jharkhand","20","Weather Condition (Others Causes)",73.0,91.0,61.0
208,"2018","Jharkhand","20","Weather Condition (Poor Visibility)",37.0,34.0,24.0
209,"2018","Jharkhand","20","Weather Condition (Total)",110.0,125.0,85.0
210,"2018","Karnataka","29","Animal Crossing",16.0,21.0,7.0
211,"2018","Karnataka","29","Causes Not Known",181.0,290.0,65.0
212,"2018","Karnataka","29","Dangerous Or Careless Driving/ Over-Taking/Etc.",3420.0,5234.0,1405.0
213,"2018","Karnataka","29","Defect In Mechanical Condition Of Motor Vehicle",24.0,6.0,2.0
214,"2018","Karnataka","29","Driving Under Influence Of Drug/Alcohol",106.0,142.0,12.0
215,"2018","Karnataka","29","Lack Of Road Infrastructure",15.0,33.0,0.0
216,"2018","Karnataka","29","Other Causes",1599.0,2068.0,368.0
217,"2018","Karnataka","29","Over Speeding",35830.0,43142.0,9014.0
218,"2018","Karnataka","29","Physical Fatigue Of Drivers",0.0,0.0,0.0
219,"2018","Karnataka","29","Total Road Accidents",41707.0,51562.0,10990.0
220,"2018","Karnataka","29","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
221,"2018","Karnataka","29","Vehicles Parking At Road Shoulders",160.0,172.0,51.0
222,"2018","Karnataka","29","Weather Condition (Others Causes)",150.0,270.0,26.0
223,"2018","Karnataka","29","Weather Condition (Poor Visibility)",206.0,184.0,40.0
224,"2018","Karnataka","29","Weather Condition (Total)",356.0,454.0,66.0
225,"2018","Kerala","32","Animal Crossing",78.0,89.0,13.0
226,"2018","Kerala","32","Causes Not Known",234.0,247.0,41.0
227,"2018","Kerala","32","Dangerous Or Careless Driving/ Over-Taking/Etc.",14247.0,15953.0,1515.0
228,"2018","Kerala","32","Defect In Mechanical Condition Of Motor Vehicle",264.0,208.0,114.0
229,"2018","Kerala","32","Driving Under Influence Of Drug/Alcohol",1251.0,1310.0,112.0
230,"2018","Kerala","32","Lack Of Road Infrastructure",568.0,639.0,29.0
231,"2018","Kerala","32","Other Causes",1003.0,1279.0,128.0
232,"2018","Kerala","32","Over Speeding",21795.0,24936.0,2290.0
233,"2018","Kerala","32","Physical Fatigue Of Drivers",71.0,73.0,7.0
234,"2018","Kerala","32","Total Road Accidents",40181.0,45458.0,4303.0
235,"2018","Kerala","32","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
236,"2018","Kerala","32","Vehicles Parking At Road Shoulders",202.0,209.0,8.0
237,"2018","Kerala","32","Weather Condition (Others Causes)",172.0,200.0,21.0
238,"2018","Kerala","32","Weather Condition (Poor Visibility)",296.0,315.0,25.0
239,"2018","Kerala","32","Weather Condition (Total)",468.0,515.0,46.0
240,"2018","Lakshadweep","31","Animal Crossing",0.0,0.0,0.0
241,"2018","Lakshadweep","31","Causes Not Known",0.0,0.0,0.0
242,"2018","Lakshadweep","31","Dangerous Or Careless Driving/ Over-Taking/Etc.",0.0,0.0,0.0
243,"2018","Lakshadweep","31","Defect In Mechanical Condition Of Motor Vehicle",0.0,0.0,0.0
244,"2018","Lakshadweep","31","Driving Under Influence Of Drug/Alcohol",0.0,0.0,0.0
245,"2018","Lakshadweep","31","Lack Of Road Infrastructure",0.0,0.0,0.0
246,"2018","Lakshadweep","31","Other Causes",0.0,0.0,0.0
247,"2018","Lakshadweep","31","Over Speeding",1.0,1.0,1.0
248,"2018","Lakshadweep","31","Physical Fatigue Of Drivers",2.0,2.0,0.0
249,"2018","Lakshadweep","31","Total Road Accidents",3.0,3.0,1.0
250,"2018","Lakshadweep","31","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
251,"2018","Lakshadweep","31","Vehicles Parking At Road Shoulders",0.0,0.0,0.0
252,"2018","Lakshadweep","31","Weather Condition (Others Causes)",0.0,0.0,0.0
253,"2018","Lakshadweep","31","Weather Condition (Poor Visibility)",0.0,0.0,0.0
254,"2018","Lakshadweep","31","Weather Condition (Total)",0.0,0.0,0.0
255,"2018","Madhya Pradesh","23","Animal Crossing",318.0,499.0,114.0
256,"2018","Madhya Pradesh","23","Causes Not Known",1844.0,1812.0,377.0
257,"2018","Madhya Pradesh","23","Dangerous Or Careless Driving/ Over-Taking/Etc.",13024.0,13960.0,3604.0
258,"2018","Madhya Pradesh","23","Defect In Mechanical Condition Of Motor Vehicle",513.0,619.0,172.0
259,"2018","Madhya Pradesh","23","Driving Under Influence Of Drug/Alcohol",727.0,889.0,195.0
260,"2018","Madhya Pradesh","23","Lack Of Road Infrastructure",263.0,251.0,40.0
261,"2018","Madhya Pradesh","23","Other Causes",3050.0,2427.0,363.0
262,"2018","Madhya Pradesh","23","Over Speeding",25020.0,27791.0,5815.0
263,"2018","Madhya Pradesh","23","Physical Fatigue Of Drivers",365.0,684.0,149.0
264,"2018","Madhya Pradesh","23","Total Road Accidents",47469.0,51149.0,11427.0
265,"2018","Madhya Pradesh","23","Unmanned Railway Crossing Accidents",11.0,0.0,11.0
266,"2018","Madhya Pradesh","23","Vehicles Parking At Road Shoulders",457.0,395.0,112.0
267,"2018","Madhya Pradesh","23","Weather Condition (Others Causes)",1311.0,1223.0,313.0
268,"2018","Madhya Pradesh","23","Weather Condition (Poor Visibility)",577.0,599.0,173.0
269,"2018","Madhya Pradesh","23","Weather Condition (Total)",1888.0,1822.0,486.0
270,"2018","Maharashtra","27","Animal Crossing",216.0,171.0,94.0
271,"2018","Maharashtra","27","Causes Not Known",310.0,299.0,193.0
272,"2018","Maharashtra","27","Dangerous Or Careless Driving/ Over-Taking/Etc.",8908.0,7206.0,4289.0
273,"2018","Maharashtra","27","Defect In Mechanical Condition Of Motor Vehicle",246.0,187.0,91.0
274,"2018","Maharashtra","27","Driving Under Influence Of Drug/Alcohol",190.0,176.0,100.0
275,"2018","Maharashtra","27","Lack Of Road Infrastructure",141.0,137.0,95.0
276,"2018","Maharashtra","27","Other Causes",1671.0,1359.0,652.0
277,"2018","Maharashtra","27","Over Speeding",17347.0,15116.0,7873.0
278,"2018","Maharashtra","27","Physical Fatigue Of Drivers",33.0,22.0,28.0
279,"2018","Maharashtra","27","Total Road Accidents",29740.0,25102.0,13863.0
280,"2018","Maharashtra","27","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
281,"2018","Maharashtra","27","Vehicles Parking At Road Shoulders",114.0,107.0,58.0
282,"2018","Maharashtra","27","Weather Condition (Others Causes)",464.0,231.0,332.0
283,"2018","Maharashtra","27","Weather Condition (Poor Visibility)",100.0,91.0,58.0
284,"2018","Maharashtra","27","Weather Condition (Total)",564.0,322.0,390.0
285,"2018","Manipur","14","Animal Crossing",0.0,0.0,0.0
286,"2018","Manipur","14","Causes Not Known",27.0,36.0,13.0
287,"2018","Manipur","14","Dangerous Or Careless Driving/ Over-Taking/Etc.",99.0,190.0,33.0
288,"2018","Manipur","14","Defect In Mechanical Condition Of Motor Vehicle",97.0,175.0,22.0
289,"2018","Manipur","14","Driving Under Influence Of Drug/Alcohol",55.0,70.0,5.0
290,"2018","Manipur","14","Lack Of Road Infrastructure",8.0,13.0,2.0
291,"2018","Manipur","14","Other Causes",0.0,0.0,0.0
292,"2018","Manipur","14","Over Speeding",234.0,430.0,49.0
293,"2018","Manipur","14","Physical Fatigue Of Drivers",7.0,10.0,0.0
294,"2018","Manipur","14","Total Road Accidents",602.0,1046.0,135.0
295,"2018","Manipur","14","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
296,"2018","Manipur","14","Vehicles Parking At Road Shoulders",10.0,17.0,2.0
297,"2018","Manipur","14","Weather Condition (Others Causes)",30.0,50.0,6.0
298,"2018","Manipur","14","Weather Condition (Poor Visibility)",35.0,55.0,3.0
299,"2018","Manipur","14","Weather Condition (Total)",65.0,105.0,9.0
300,"2018","Meghalaya","17","Animal Crossing",0.0,0.0,0.0
301,"2018","Meghalaya","17","Causes Not Known",39.0,54.0,31.0
302,"2018","Meghalaya","17","Dangerous Or Careless Driving/ Over-Taking/Etc.",70.0,63.0,51.0
303,"2018","Meghalaya","17","Defect In Mechanical Condition Of Motor Vehicle",9.0,7.0,7.0
304,"2018","Meghalaya","17","Driving Under Influence Of Drug/Alcohol",13.0,16.0,15.0
305,"2018","Meghalaya","17","Lack Of Road Infrastructure",5.0,4.0,6.0
306,"2018","Meghalaya","17","Other Causes",2.0,1.0,1.0
307,"2018","Meghalaya","17","Over Speeding",107.0,77.0,77.0
308,"2018","Meghalaya","17","Physical Fatigue Of Drivers",0.0,0.0,0.0
309,"2018","Meghalaya","17","Total Road Accidents",258.0,232.0,196.0
310,"2018","Meghalaya","17","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
311,"2018","Meghalaya","17","Vehicles Parking At Road Shoulders",0.0,0.0,0.0
312,"2018","Meghalaya","17","Weather Condition (Others Causes)",10.0,6.0,5.0
313,"2018","Meghalaya","17","Weather Condition (Poor Visibility)",3.0,4.0,3.0
314,"2018","Meghalaya","17","Weather Condition (Total)",13.0,10.0,8.0
315,"2018","Mizoram","15","Animal Crossing",0.0,0.0,0.0
316,"2018","Mizoram","15","Causes Not Known",3.0,0.0,4.0
317,"2018","Mizoram","15","Dangerous Or Careless Driving/ Over-Taking/Etc.",13.0,39.0,21.0
318,"2018","Mizoram","15","Defect In Mechanical Condition Of Motor Vehicle",6.0,4.0,6.0
319,"2018","Mizoram","15","Driving Under Influence Of Drug/Alcohol",5.0,4.0,4.0
320,"2018","Mizoram","15","Lack Of Road Infrastructure",0.0,0.0,0.0
321,"2018","Mizoram","15","Other Causes",0.0,0.0,0.0
322,"2018","Mizoram","15","Over Speeding",22.0,25.0,26.0
323,"2018","Mizoram","15","Physical Fatigue Of Drivers",0.0,0.0,0.0
324,"2018","Mizoram","15","Total Road Accidents",50.0,73.0,62.0
325,"2018","Mizoram","15","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
326,"2018","Mizoram","15","Vehicles Parking At Road Shoulders",0.0,0.0,0.0
327,"2018","Mizoram","15","Weather Condition (Others Causes)",1.0,1.0,1.0
328,"2018","Mizoram","15","Weather Condition (Poor Visibility)",0.0,0.0,0.0
329,"2018","Mizoram","15","Weather Condition (Total)",1.0,1.0,1.0
330,"2018","Nagaland","13","Animal Crossing",0.0,0.0,0.0
331,"2018","Nagaland","13","Causes Not Known",2.0,2.0,0.0
332,"2018","Nagaland","13","Dangerous Or Careless Driving/ Over-Taking/Etc.",15.0,19.0,11.0
