"id","year","state_name","state_code","cause","cases","injured","died"
642,"2019","Goa","30","Weather Condition (Others Causes)",0.0,0.0,0.0
643,"2019","Goa","30","Weather Condition (Poor Visibility)",0.0,0.0,0.0
644,"2019","Goa","30","Weather Condition (Total)",0.0,0.0,0.0
645,"2019","Gujarat","24","Animal Crossing",102.0,83.0,70.0
646,"2019","Gujarat","24","Causes Not Known",29.0,24.0,6.0
647,"2019","Gujarat","24","Dangerous Or Careless Driving/ Over-Taking/Etc.",1821.0,1691.0,972.0
648,"2019","Gujarat","24","Defect In Mechanical Condition Of Motor Vehicle",159.0,141.0,97.0
649,"2019","Gujarat","24","Driving Under Influence Of Drug/Alcohol",94.0,86.0,41.0
650,"2019","Gujarat","24","Lack Of Road Infrastructure",103.0,115.0,41.0
651,"2019","Gujarat","24","Other Causes",106.0,83.0,60.0
652,"2019","Gujarat","24","Over Speeding",13338.0,12916.0,5739.0
653,"2019","Gujarat","24","Physical Fatigue Of Drivers",235.0,251.0,89.0
654,"2019","Gujarat","24","Total Road Accidents",16503.0,15976.0,7428.0
655,"2019","Gujarat","24","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
656,"2019","Gujarat","24","Vehicles Parking At Road Shoulders",111.0,107.0,67.0
657,"2019","Gujarat","24","Weather Condition (Others Causes)",105.0,125.0,78.0
658,"2019","Gujarat","24","Weather Condition (Poor Visibility)",300.0,354.0,168.0
659,"2019","Gujarat","24","Weather Condition (Total)",405.0,479.0,246.0
660,"2019","Haryana","6","Animal Crossing",82.0,80.0,21.0
661,"2019","Haryana","6","Causes Not Known",440.0,340.0,225.0
662,"2019","Haryana","6","Dangerous Or Careless Driving/ Over-Taking/Etc.",3541.0,2906.0,1766.0
663,"2019","Haryana","6","Defect In Mechanical Condition Of Motor Vehicle",66.0,38.0,25.0
664,"2019","Haryana","6","Driving Under Influence Of Drug/Alcohol",155.0,142.0,55.0
665,"2019","Haryana","6","Lack Of Road Infrastructure",117.0,76.0,70.0
666,"2019","Haryana","6","Other Causes",1007.0,909.0,444.0
667,"2019","Haryana","6","Over Speeding",4744.0,4052.0,2234.0
668,"2019","Haryana","6","Physical Fatigue Of Drivers",42.0,30.0,14.0
669,"2019","Haryana","6","Total Road Accidents",10937.0,9247.0,5269.0
670,"2019","Haryana","6","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
671,"2019","Haryana","6","Vehicles Parking At Road Shoulders",84.0,51.0,59.0
672,"2019","Haryana","6","Weather Condition (Others Causes)",267.0,264.0,148.0
673,"2019","Haryana","6","Weather Condition (Poor Visibility)",392.0,359.0,208.0
674,"2019","Haryana","6","Weather Condition (Total)",659.0,623.0,356.0
675,"2019","Himachal Pradesh","2","Animal Crossing",7.0,18.0,12.0
676,"2019","Himachal Pradesh","2","Causes Not Known",3.0,2.0,1.0
677,"2019","Himachal Pradesh","2","Dangerous Or Careless Driving/ Over-Taking/Etc.",1478.0,2453.0,514.0
678,"2019","Himachal Pradesh","2","Defect In Mechanical Condition Of Motor Vehicle",31.0,54.0,12.0
679,"2019","Himachal Pradesh","2","Driving Under Influence Of Drug/Alcohol",78.0,152.0,47.0
680,"2019","Himachal Pradesh","2","Lack Of Road Infrastructure",3.0,47.0,2.0
681,"2019","Himachal Pradesh","2","Other Causes",21.0,26.0,8.0
682,"2019","Himachal Pradesh","2","Over Speeding",1141.0,1703.0,445.0
683,"2019","Himachal Pradesh","2","Physical Fatigue Of Drivers",8.0,12.0,2.0
684,"2019","Himachal Pradesh","2","Total Road Accidents",2896.0,4740.0,1124.0
685,"2019","Himachal Pradesh","2","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
686,"2019","Himachal Pradesh","2","Vehicles Parking At Road Shoulders",4.0,4.0,1.0
687,"2019","Himachal Pradesh","2","Weather Condition (Others Causes)",33.0,66.0,32.0
688,"2019","Himachal Pradesh","2","Weather Condition (Poor Visibility)",89.0,203.0,48.0
689,"2019","Himachal Pradesh","2","Weather Condition (Total)",122.0,269.0,80.0
690,"2019","Jammu And Kashmir","1","Animal Crossing",0.0,0.0,0.0
691,"2019","Jammu And Kashmir","1","Causes Not Known",314.0,463.0,38.0
692,"2019","Jammu And Kashmir","1","Dangerous Or Careless Driving/ Over-Taking/Etc.",616.0,731.0,88.0
693,"2019","Jammu And Kashmir","1","Defect In Mechanical Condition Of Motor Vehicle",95.0,122.0,16.0
694,"2019","Jammu And Kashmir","1","Driving Under Influence Of Drug/Alcohol",23.0,17.0,11.0
695,"2019","Jammu And Kashmir","1","Lack Of Road Infrastructure",0.0,0.0,0.0
696,"2019","Jammu And Kashmir","1","Other Causes",1290.0,1540.0,209.0
697,"2019","Jammu And Kashmir","1","Over Speeding",3314.0,4487.0,624.0
698,"2019","Jammu And Kashmir","1","Physical Fatigue Of Drivers",37.0,18.0,9.0
699,"2019","Jammu And Kashmir","1","Total Road Accidents",5795.0,7517.0,1009.0
700,"2019","Jammu And Kashmir","1","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
701,"2019","Jammu And Kashmir","1","Vehicles Parking At Road Shoulders",0.0,0.0,0.0
702,"2019","Jammu And Kashmir","1","Weather Condition (Others Causes)",89.0,113.0,8.0
703,"2019","Jammu And Kashmir","1","Weather Condition (Poor Visibility)",17.0,26.0,6.0
704,"2019","Jammu And Kashmir","1","Weather Condition (Total)",106.0,139.0,14.0
705,"2019","Jharkhand","20","Animal Crossing",118.0,271.0,74.0
706,"2019","Jharkhand","20","Causes Not Known",33.0,16.0,14.0
707,"2019","Jharkhand","20","Dangerous Or Careless Driving/ Over-Taking/Etc.",1616.0,1171.0,1179.0
708,"2019","Jharkhand","20","Defect In Mechanical Condition Of Motor Vehicle",223.0,154.0,230.0
709,"2019","Jharkhand","20","Driving Under Influence Of Drug/Alcohol",626.0,362.0,413.0
710,"2019","Jharkhand","20","Lack Of Road Infrastructure",48.0,88.0,40.0
711,"2019","Jharkhand","20","Other Causes",27.0,12.0,28.0
712,"2019","Jharkhand","20","Over Speeding",2320.0,1561.0,1660.0
713,"2019","Jharkhand","20","Physical Fatigue Of Drivers",44.0,30.0,65.0
714,"2019","Jharkhand","20","Total Road Accidents",5217.0,3818.0,3801.0
715,"2019","Jharkhand","20","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
716,"2019","Jharkhand","20","Vehicles Parking At Road Shoulders",65.0,86.0,54.0
717,"2019","Jharkhand","20","Weather Condition (Others Causes)",54.0,29.0,24.0
718,"2019","Jharkhand","20","Weather Condition (Poor Visibility)",43.0,38.0,20.0
719,"2019","Jharkhand","20","Weather Condition (Total)",97.0,67.0,44.0
720,"2019","Karnataka","29","Animal Crossing",41.0,79.0,21.0
721,"2019","Karnataka","29","Causes Not Known",89.0,65.0,31.0
722,"2019","Karnataka","29","Dangerous Or Careless Driving/ Over-Taking/Etc.",4741.0,6860.0,1193.0
723,"2019","Karnataka","29","Defect In Mechanical Condition Of Motor Vehicle",45.0,111.0,18.0
724,"2019","Karnataka","29","Driving Under Influence Of Drug/Alcohol",116.0,144.0,35.0
725,"2019","Karnataka","29","Lack Of Road Infrastructure",13.0,30.0,4.0
726,"2019","Karnataka","29","Other Causes",394.0,531.0,148.0
727,"2019","Karnataka","29","Over Speeding",34640.0,41947.0,9314.0
728,"2019","Karnataka","29","Physical Fatigue Of Drivers",2.0,6.0,1.0
729,"2019","Karnataka","29","Total Road Accidents",40644.0,50442.0,10951.0
730,"2019","Karnataka","29","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
731,"2019","Karnataka","29","Vehicles Parking At Road Shoulders",45.0,73.0,13.0
732,"2019","Karnataka","29","Weather Condition (Others Causes)",49.0,78.0,11.0
733,"2019","Karnataka","29","Weather Condition (Poor Visibility)",469.0,518.0,162.0
734,"2019","Karnataka","29","Weather Condition (Total)",518.0,596.0,173.0
735,"2019","Kerala","32","Animal Crossing",121.0,121.0,23.0
736,"2019","Kerala","32","Causes Not Known",365.0,308.0,55.0
737,"2019","Kerala","32","Dangerous Or Careless Driving/ Over-Taking/Etc.",15802.0,17624.0,1690.0
738,"2019","Kerala","32","Defect In Mechanical Condition Of Motor Vehicle",224.0,123.0,137.0
739,"2019","Kerala","32","Driving Under Influence Of Drug/Alcohol",174.0,159.0,16.0
740,"2019","Kerala","32","Lack Of Road Infrastructure",226.0,247.0,27.0
741,"2019","Kerala","32","Other Causes",1333.0,1455.0,160.0
742,"2019","Kerala","32","Over Speeding",21087.0,23734.0,2194.0
743,"2019","Kerala","32","Physical Fatigue Of Drivers",133.0,148.0,6.0
744,"2019","Kerala","32","Total Road Accidents",39944.0,44467.0,4370.0
745,"2019","Kerala","32","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
746,"2019","Kerala","32","Vehicles Parking At Road Shoulders",134.0,142.0,22.0
747,"2019","Kerala","32","Weather Condition (Others Causes)",106.0,110.0,20.0
748,"2019","Kerala","32","Weather Condition (Poor Visibility)",239.0,296.0,20.0
749,"2019","Kerala","32","Weather Condition (Total)",345.0,406.0,40.0
750,"2019","Lakshadweep","31","Animal Crossing",0.0,0.0,0.0
751,"2019","Lakshadweep","31","Causes Not Known",0.0,0.0,0.0
752,"2019","Lakshadweep","31","Dangerous Or Careless Driving/ Over-Taking/Etc.",1.0,1.0,0.0
753,"2019","Lakshadweep","31","Defect In Mechanical Condition Of Motor Vehicle",0.0,0.0,0.0
754,"2019","Lakshadweep","31","Driving Under Influence Of Drug/Alcohol",0.0,0.0,0.0
755,"2019","Lakshadweep","31","Lack Of Road Infrastructure",0.0,0.0,0.0
756,"2019","Lakshadweep","31","Other Causes",0.0,0.0,0.0
757,"2019","Lakshadweep","31","Over Speeding",0.0,0.0,0.0
758,"2019","Lakshadweep","31","Physical Fatigue Of Drivers",0.0,0.0,0.0
759,"2019","Lakshadweep","31","Total Road Accidents",1.0,1.0,0.0
760,"2019","Lakshadweep","31","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
761,"2019","Lakshadweep","31","Vehicles Parking At Road Shoulders",0.0,0.0,0.0
762,"2019","Lakshadweep","31","Weather Condition (Others Causes)",0.0,0.0,0.0
763,"2019","Lakshadweep","31","Weather Condition (Poor Visibility)",0.0,0.0,0.0
764,"2019","Lakshadweep","31","Weather Condition (Total)",0.0,0.0,0.0
765,"2019","Madhya Pradesh","23","Animal Crossing",527.0,633.0,134.0
766,"2019","Madhya Pradesh","23","Causes Not Known",1675.0,1428.0,454.0
767,"2019","Madhya Pradesh","23","Dangerous Or Careless Driving/ Over-Taking/Etc.",15325.0,16015.0,3033.0
768,"2019","Madhya Pradesh","23","Defect In Mechanical Condition Of Motor Vehicle",482.0,441.0,128.0
769,"2019","Madhya Pradesh","23","Driving Under Influence Of Drug/Alcohol",1053.0,1017.0,199.0
770,"2019","Madhya Pradesh","23","Lack Of Road Infrastructure",180.0,182.0,46.0
771,"2019","Madhya Pradesh","23","Other Causes",3137.0,2953.0,529.0
772,"2019","Madhya Pradesh","23","Over Speeding",27212.0,29037.0,6669.0
773,"2019","Madhya Pradesh","23","Physical Fatigue Of Drivers",342.0,355.0,116.0
774,"2019","Madhya Pradesh","23","Total Road Accidents",51641.0,53765.0,11856.0
775,"2019","Madhya Pradesh","23","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
776,"2019","Madhya Pradesh","23","Vehicles Parking At Road Shoulders",265.0,262.0,81.0
777,"2019","Madhya Pradesh","23","Weather Condition (Others Causes)",851.0,833.0,306.0
778,"2019","Madhya Pradesh","23","Weather Condition (Poor Visibility)",592.0,609.0,161.0
779,"2019","Madhya Pradesh","23","Weather Condition (Total)",1443.0,1442.0,467.0
780,"2019","Maharashtra","27","Animal Crossing",259.0,215.0,123.0
781,"2019","Maharashtra","27","Causes Not Known",124.0,115.0,53.0
782,"2019","Maharashtra","27","Dangerous Or Careless Driving/ Over-Taking/Etc.",11234.0,9286.0,5802.0
783,"2019","Maharashtra","27","Defect In Mechanical Condition Of Motor Vehicle",323.0,280.0,139.0
784,"2019","Maharashtra","27","Driving Under Influence Of Drug/Alcohol",213.0,183.0,95.0
785,"2019","Maharashtra","27","Lack Of Road Infrastructure",301.0,209.0,226.0
786,"2019","Maharashtra","27","Other Causes",305.0,321.0,159.0
787,"2019","Maharashtra","27","Over Speeding",14071.0,12302.0,7749.0
788,"2019","Maharashtra","27","Physical Fatigue Of Drivers",48.0,36.0,34.0
789,"2019","Maharashtra","27","Total Road Accidents",27286.0,23289.0,14608.0
790,"2019","Maharashtra","27","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
791,"2019","Maharashtra","27","Vehicles Parking At Road Shoulders",171.0,120.0,97.0
792,"2019","Maharashtra","27","Weather Condition (Others Causes)",149.0,169.0,78.0
793,"2019","Maharashtra","27","Weather Condition (Poor Visibility)",88.0,53.0,53.0
794,"2019","Maharashtra","27","Weather Condition (Total)",237.0,222.0,131.0
795,"2019","Manipur","14","Animal Crossing",0.0,0.0,0.0
796,"2019","Manipur","14","Causes Not Known",14.0,12.0,4.0
797,"2019","Manipur","14","Dangerous Or Careless Driving/ Over-Taking/Etc.",95.0,167.0,30.0
798,"2019","Manipur","14","Defect In Mechanical Condition Of Motor Vehicle",195.0,299.0,39.0
799,"2019","Manipur","14","Driving Under Influence Of Drug/Alcohol",50.0,89.0,6.0
800,"2019","Manipur","14","Lack Of Road Infrastructure",13.0,14.0,9.0
801,"2019","Manipur","14","Other Causes",2.0,3.0,0.0
802,"2019","Manipur","14","Over Speeding",240.0,371.0,58.0
803,"2019","Manipur","14","Physical Fatigue Of Drivers",16.0,31.0,5.0
804,"2019","Manipur","14","Total Road Accidents",672.0,1055.0,156.0
805,"2019","Manipur","14","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
806,"2019","Manipur","14","Vehicles Parking At Road Shoulders",4.0,7.0,1.0
807,"2019","Manipur","14","Weather Condition (Others Causes)",4.0,4.0,0.0
808,"2019","Manipur","14","Weather Condition (Poor Visibility)",39.0,58.0,4.0
809,"2019","Manipur","14","Weather Condition (Total)",43.0,62.0,4.0
810,"2019","Meghalaya","17","Animal Crossing",0.0,0.0,0.0
811,"2019","Meghalaya","17","Causes Not Known",3.0,2.0,1.0
812,"2019","Meghalaya","17","Dangerous Or Careless Driving/ Over-Taking/Etc.",120.0,124.0,77.0
813,"2019","Meghalaya","17","Defect In Mechanical Condition Of Motor Vehicle",5.0,47.0,8.0
814,"2019","Meghalaya","17","Driving Under Influence Of Drug/Alcohol",10.0,16.0,9.0
815,"2019","Meghalaya","17","Lack Of Road Infrastructure",1.0,0.0,1.0
816,"2019","Meghalaya","17","Other Causes",8.0,10.0,3.0
817,"2019","Meghalaya","17","Over Speeding",75.0,72.0,66.0
818,"2019","Meghalaya","17","Physical Fatigue Of Drivers",2.0,0.0,2.0
819,"2019","Meghalaya","17","Total Road Accidents",236.0,287.0,176.0
820,"2019","Meghalaya","17","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
821,"2019","Meghalaya","17","Vehicles Parking At Road Shoulders",10.0,6.0,7.0
822,"2019","Meghalaya","17","Weather Condition (Others Causes)",0.0,0.0,0.0
823,"2019","Meghalaya","17","Weather Condition (Poor Visibility)",2.0,10.0,2.0
824,"2019","Meghalaya","17","Weather Condition (Total)",2.0,10.0,2.0
825,"2019","Mizoram","15","Animal Crossing",0.0,0.0,0.0
826,"2019","Mizoram","15","Causes Not Known",0.0,0.0,0.0
827,"2019","Mizoram","15","Dangerous Or Careless Driving/ Over-Taking/Etc.",22.0,7.0,23.0
828,"2019","Mizoram","15","Defect In Mechanical Condition Of Motor Vehicle",7.0,0.0,8.0
829,"2019","Mizoram","15","Driving Under Influence Of Drug/Alcohol",13.0,5.0,13.0
830,"2019","Mizoram","15","Lack Of Road Infrastructure",0.0,0.0,0.0
831,"2019","Mizoram","15","Other Causes",0.0,0.0,0.0
832,"2019","Mizoram","15","Over Speeding",12.0,12.0,16.0
833,"2019","Mizoram","15","Physical Fatigue Of Drivers",2.0,0.0,2.0
834,"2019","Mizoram","15","Total Road Accidents",57.0,25.0,63.0
835,"2019","Mizoram","15","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
836,"2019","Mizoram","15","Vehicles Parking At Road Shoulders",0.0,0.0,0.0
837,"2019","Mizoram","15","Weather Condition (Others Causes)",0.0,0.0,0.0
838,"2019","Mizoram","15","Weather Condition (Poor Visibility)",1.0,1.0,1.0
839,"2019","Mizoram","15","Weather Condition (Total)",1.0,1.0,1.0
840,"2019","Nagaland","13","Animal Crossing",0.0,0.0,0.0
841,"2019","Nagaland","13","Causes Not Known",4.0,20.0,6.0
842,"2019","Nagaland","13","Dangerous Or Careless Driving/ Over-Taking/Etc.",5.0,4.0,6.0
843,"2019","Nagaland","13","Defect In Mechanical Condition Of Motor Vehicle",1.0,20.0,0.0
844,"2019","Nagaland","13","Driving Under Influence Of Drug/Alcohol",2.0,1.0,0.0
845,"2019","Nagaland","13","Lack Of Road Infrastructure",0.0,0.0,0.0
846,"2019","Nagaland","13","Other Causes",0.0,0.0,0.0
847,"2019","Nagaland","13","Over Speeding",14.0,14.0,10.0
848,"2019","Nagaland","13","Physical Fatigue Of Drivers",0.0,0.0,0.0
849,"2019","Nagaland","13","Total Road Accidents",26.0,59.0,22.0
850,"2019","Nagaland","13","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
851,"2019","Nagaland","13","Vehicles Parking At Road Shoulders",0.0,0.0,0.0
852,"2019","Nagaland","13","Weather Condition (Others Causes)",0.0,0.0,0.0
853,"2019","Nagaland","13","Weather Condition (Poor Visibility)",0.0,0.0,0.0
854,"2019","Nagaland","13","Weather Condition (Total)",0.0,0.0,0.0
855,"2019","Odisha","21","Animal Crossing",6.0,3.0,7.0
856,"2019","Odisha","21","Causes Not Known",295.0,254.0,137.0
857,"2019","Odisha","21","Dangerous Or Careless Driving/ Over-Taking/Etc.",438.0,362.0,230.0
858,"2019","Odisha","21","Defect In Mechanical Condition Of Motor Vehicle",14.0,14.0,2.0
859,"2019","Odisha","21","Driving Under Influence Of Drug/Alcohol",259.0,216.0,114.0
860,"2019","Odisha","21","Lack Of Road Infrastructure",32.0,54.0,9.0
861,"2019","Odisha","21","Other Causes",3555.0,3615.0,1580.0
862,"2019","Odisha","21","Over Speeding",5982.0,6182.0,2983.0
863,"2019","Odisha","21","Physical Fatigue Of Drivers",0.0,0.0,0.0
864,"2019","Odisha","21","Total Road Accidents",11064.0,11177.0,5333.0
865,"2019","Odisha","21","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
866,"2019","Odisha","21","Vehicles Parking At Road Shoulders",295.0,238.0,156.0
867,"2019","Odisha","21","Weather Condition (Others Causes)",147.0,193.0,93.0
868,"2019","Odisha","21","Weather Condition (Poor Visibility)",41.0,46.0,22.0
869,"2019","Odisha","21","Weather Condition (Total)",188.0,239.0,115.0
870,"2019","Puducherry","34","Animal Crossing",0.0,0.0,0.0
871,"2019","Puducherry","34","Causes Not Known",0.0,0.0,0.0
872,"2019","Puducherry","34","Dangerous Or Careless Driving/ Over-Taking/Etc.",29.0,0.0,0.0
873,"2019","Puducherry","34","Defect In Mechanical Condition Of Motor Vehicle",0.0,0.0,0.0
874,"2019","Puducherry","34","Driving Under Influence Of Drug/Alcohol",19.0,19.0,4.0
875,"2019","Puducherry","34","Lack Of Road Infrastructure",0.0,0.0,0.0
876,"2019","Puducherry","34","Other Causes",353.0,550.0,34.0
877,"2019","Puducherry","34","Over Speeding",991.0,1050.0,109.0
878,"2019","Puducherry","34","Physical Fatigue Of Drivers",0.0,0.0,0.0
879,"2019","Puducherry","34","Total Road Accidents",1392.0,1619.0,147.0
880,"2019","Puducherry","34","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
881,"2019","Puducherry","34","Vehicles Parking At Road Shoulders",0.0,0.0,0.0
882,"2019","Puducherry","34","Weather Condition (Others Causes)",0.0,0.0,0.0
883,"2019","Puducherry","34","Weather Condition (Poor Visibility)",0.0,0.0,0.0
884,"2019","Puducherry","34","Weather Condition (Total)",0.0,0.0,0.0
885,"2019","Punjab","3","Animal Crossing",142.0,44.0,136.0
886,"2019","Punjab","3","Causes Not Known",54.0,36.0,25.0
887,"2019","Punjab","3","Dangerous Or Careless Driving/ Over-Taking/Etc.",1302.0,869.0,947.0
888,"2019","Punjab","3","Defect In Mechanical Condition Of Motor Vehicle",97.0,72.0,65.0
889,"2019","Punjab","3","Driving Under Influence Of Drug/Alcohol",261.0,134.0,149.0
890,"2019","Punjab","3","Lack Of Road Infrastructure",76.0,55.0,60.0
891,"2019","Punjab","3","Other Causes",281.0,159.0,253.0
892,"2019","Punjab","3","Over Speeding",3320.0,1821.0,2487.0
893,"2019","Punjab","3","Physical Fatigue Of Drivers",69.0,45.0,47.0
894,"2019","Punjab","3","Total Road Accidents",6316.0,3726.0,4613.0
895,"2019","Punjab","3","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
896,"2019","Punjab","3","Vehicles Parking At Road Shoulders",198.0,124.0,83.0
897,"2019","Punjab","3","Weather Condition (Others Causes)",139.0,94.0,92.0
898,"2019","Punjab","3","Weather Condition (Poor Visibility)",377.0,273.0,269.0
899,"2019","Punjab","3","Weather Condition (Total)",516.0,367.0,361.0
900,"2019","Rajasthan","8","Animal Crossing",188.0,175.0,77.0
901,"2019","Rajasthan","8","Causes Not Known",319.0,432.0,163.0
902,"2019","Rajasthan","8","Dangerous Or Careless Driving/ Over-Taking/Etc.",6945.0,7174.0,2879.0
903,"2019","Rajasthan","8","Defect In Mechanical Condition Of Motor Vehicle",171.0,232.0,144.0
904,"2019","Rajasthan","8","Driving Under Influence Of Drug/Alcohol",291.0,339.0,138.0
905,"2019","Rajasthan","8","Lack Of Road Infrastructure",113.0,151.0,70.0
906,"2019","Rajasthan","8","Other Causes",974.0,1062.0,526.0
907,"2019","Rajasthan","8","Over Speeding",14074.0,12914.0,6356.0
908,"2019","Rajasthan","8","Physical Fatigue Of Drivers",49.0,86.0,34.0
909,"2019","Rajasthan","8","Total Road Accidents",23478.0,22979.0,10563.0
910,"2019","Rajasthan","8","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
911,"2019","Rajasthan","8","Vehicles Parking At Road Shoulders",261.0,258.0,112.0
912,"2019","Rajasthan","8","Weather Condition (Others Causes)",70.0,115.0,32.0
913,"2019","Rajasthan","8","Weather Condition (Poor Visibility)",23.0,41.0,32.0
914,"2019","Rajasthan","8","Weather Condition (Total)",93.0,156.0,64.0
915,"2019","Sikkim","11","Animal Crossing",0.0,0.0,0.0
916,"2019","Sikkim","11","Causes Not Known",4.0,5.0,1.0
917,"2019","Sikkim","11","Dangerous Or Careless Driving/ Over-Taking/Etc.",35.0,99.0,20.0
918,"2019","Sikkim","11","Defect In Mechanical Condition Of Motor Vehicle",12.0,48.0,2.0
919,"2019","Sikkim","11","Driving Under Influence Of Drug/Alcohol",15.0,13.0,9.0
920,"2019","Sikkim","11","Lack Of Road Infrastructure",8.0,9.0,8.0
921,"2019","Sikkim","11","Other Causes",28.0,51.0,7.0
922,"2019","Sikkim","11","Over Speeding",48.0,84.0,31.0
923,"2019","Sikkim","11","Physical Fatigue Of Drivers",2.0,1.0,1.0
924,"2019","Sikkim","11","Total Road Accidents",172.0,329.0,84.0
925,"2019","Sikkim","11","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
926,"2019","Sikkim","11","Vehicles Parking At Road Shoulders",1.0,1.0,1.0
927,"2019","Sikkim","11","Weather Condition (Others Causes)",4.0,6.0,0.0
928,"2019","Sikkim","11","Weather Condition (Poor Visibility)",15.0,12.0,4.0
929,"2019","Sikkim","11","Weather Condition (Total)",19.0,18.0,4.0
930,"2019","Tamil Nadu","33","Animal Crossing",304.0,366.0,118.0
931,"2019","Tamil Nadu","33","Causes Not Known",182.0,443.0,0.0
932,"2019","Tamil Nadu","33","Dangerous Or Careless Driving/ Over-Taking/Etc.",5462.0,5946.0,885.0
933,"2019","Tamil Nadu","33","Defect In Mechanical Condition Of Motor Vehicle",547.0,689.0,66.0
934,"2019","Tamil Nadu","33","Driving Under Influence Of Drug/Alcohol",1047.0,1246.0,157.0
935,"2019","Tamil Nadu","33","Lack Of Road Infrastructure",11.0,7.0,5.0
936,"2019","Tamil Nadu","33","Other Causes",0.0,0.0,0.0
937,"2019","Tamil Nadu","33","Over Speeding",46878.0,55415.0,8832.0
938,"2019","Tamil Nadu","33","Physical Fatigue Of Drivers",937.0,890.0,216.0
939,"2019","Tamil Nadu","33","Total Road Accidents",57228.0,67137.0,10525.0
940,"2019","Tamil Nadu","33","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
941,"2019","Tamil Nadu","33","Vehicles Parking At Road Shoulders",213.0,262.0,93.0
942,"2019","Tamil Nadu","33","Weather Condition (Others Causes)",764.0,925.0,141.0
943,"2019","Tamil Nadu","33","Weather Condition (Poor Visibility)",883.0,948.0,12.0
944,"2019","Tamil Nadu","33","Weather Condition (Total)",1647.0,1873.0,153.0
945,"2019","Telangana","36","Animal Crossing",205.0,115.0,41.0
946,"2019","Telangana","36","Causes Not Known",301.0,282.0,20.0
947,"2019","Telangana","36","Dangerous Or Careless Driving/ Over-Taking/Etc.",3468.0,3448.0,695.0
948,"2019","Telangana","36","Defect In Mechanical Condition Of Motor Vehicle",97.0,95.0,55.0
949,"2019","Telangana","36","Driving Under Influence Of Drug/Alcohol",140.0,139.0,177.0
950,"2019","Telangana","36","Lack Of Road Infrastructure",12.0,14.0,29.0
951,"2019","Telangana","36","Other Causes",335.0,394.0,201.0
952,"2019","Telangana","36","Over Speeding",16723.0,17301.0,5602.0
953,"2019","Telangana","36","Physical Fatigue Of Drivers",32.0,22.0,11.0
954,"2019","Telangana","36","Total Road Accidents",21570.0,21999.0,6964.0
955,"2019","Telangana","36","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
956,"2019","Telangana","36","Vehicles Parking At Road Shoulders",160.0,84.0,19.0
957,"2019","Telangana","36","Weather Condition (Others Causes)",88.0,94.0,105.0
958,"2019","Telangana","36","Weather Condition (Poor Visibility)",9.0,11.0,9.0
959,"2019","Telangana","36","Weather Condition (Total)",97.0,105.0,114.0
960,"2019","The Dadra And Nagar Haveli And Daman And Diu","38","Animal Crossing",0.0,0.0,0.0
961,"2019","The Dadra And Nagar Haveli And Daman And Diu","38","Causes Not Known",0.0,0.0,0.0
962,"2019","The Dadra And Nagar Haveli And Daman And Diu","38","Dangerous Or Careless Driving/ Over-Taking/Etc.",64.0,73.0,49.0
963,"2019","The Dadra And Nagar Haveli And Daman And Diu","38","Defect In Mechanical Condition Of Motor Vehicle",0.0,0.0,0.0
964,"2019","The Dadra And Nagar Haveli And Daman And Diu","38","Driving Under Influence Of Drug/Alcohol",3.0,2.0,0.0
965,"2019","The Dadra And Nagar Haveli And Daman And Diu","38","Lack Of Road Infrastructure",0.0,0.0,0.0
966,"2019","The Dadra And Nagar Haveli And Daman And Diu","38","Other Causes",0.0,0.0,0.0
967,"2019","The Dadra And Nagar Haveli And Daman And Diu","38","Over Speeding",62.0,104.0,26.0
968,"2019","The Dadra And Nagar Haveli And Daman And Diu","38","Physical Fatigue Of Drivers",0.0,0.0,0.0
969,"2019","The Dadra And Nagar Haveli And Daman And Diu","38","Total Road Accidents",131.0,179.0,78.0
970,"2019","The Dadra And Nagar Haveli And Daman And Diu","38","Unmanned Railway Crossing Accidents",0.0,0.0,0.0
971,"2019","The Dadra And Nagar Haveli And Daman And Diu","38","Vehicles Parking At Road Shoulders",2.0,0.0,3.0
972,"2019","The Dadra And Nagar Haveli And Daman And Diu","38","Weather Condition (Others Causes)",0.0,0.0,0.0
973,"2019","The Dadra And Nagar Haveli And Daman And Diu","38","Weather Condition (Poor Visibility)",0.0,0.0,0.0
