"id","year","state_name","state_code","place","gender","number_of_deaths"
0,"2018","Andaman And Nicobar Islands","35","Rural Area (Near Factory)","Female",0.0
1,"2018","Andaman And Nicobar Islands","35","Rural Area (Near Factory)","Male",0.0
2,"2018","Andaman And Nicobar Islands","35","Rural Area (Near Factory)","Transgender",0.0
3,"2018","Andaman And Nicobar Islands","35","Rural Area (Near Recreation Place/ Cinema Hall)","Female",0.0
4,"2018","Andaman And Nicobar Islands","35","Rural Area (Near Recreation Place/ Cinema Hall)","Male",0.0
5,"2018","Andaman And Nicobar Islands","35","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
6,"2018","Andaman And Nicobar Islands","35","Rural Area (Near Religious Place)","Female",0.0
7,"2018","Andaman And Nicobar Islands","35","Rural Area (Near Religious Place)","Male",1.0
8,"2018","Andaman And Nicobar Islands","35","Rural Area (Near Religious Place)","Transgender",0.0
9,"2018","Andaman And Nicobar Islands","35","Rural Area (Near Residential Area)","Female",1.0
10,"2018","Andaman And Nicobar Islands","35","Rural Area (Near Residential Area)","Male",4.0
11,"2018","Andaman And Nicobar Islands","35","Rural Area (Near Residential Area)","Transgender",0.0
12,"2018","Andaman And Nicobar Islands","35","Rural Area (Near School/College/ Educational Institution)","Female",0.0
13,"2018","Andaman And Nicobar Islands","35","Rural Area (Near School/College/ Educational Institution)","Male",2.0
14,"2018","Andaman And Nicobar Islands","35","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
15,"2018","Andaman And Nicobar Islands","35","Rural Area (Others)","Female",1.0
16,"2018","Andaman And Nicobar Islands","35","Rural Area (Others)","Male",5.0
17,"2018","Andaman And Nicobar Islands","35","Rural Area (Others)","Transgender",0.0
18,"2018","Andaman And Nicobar Islands","35","Rural Area (Sub Total)","Female",2.0
19,"2018","Andaman And Nicobar Islands","35","Rural Area (Sub Total)","Male",12.0
20,"2018","Andaman And Nicobar Islands","35","Rural Area (Sub Total)","Transgender",0.0
21,"2018","Andaman And Nicobar Islands","35","Urban Area (At Pedestrian Crossing)","Female",0.0
22,"2018","Andaman And Nicobar Islands","35","Urban Area (At Pedestrian Crossing)","Male",0.0
23,"2018","Andaman And Nicobar Islands","35","Urban Area (At Pedestrian Crossing)","Transgender",0.0
24,"2018","Andaman And Nicobar Islands","35","Urban Area (Near Factory/Industrial Area)","Female",0.0
25,"2018","Andaman And Nicobar Islands","35","Urban Area (Near Factory/Industrial Area)","Male",0.0
26,"2018","Andaman And Nicobar Islands","35","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
27,"2018","Andaman And Nicobar Islands","35","Urban Area (Near Recreation Place/ Cinema Hall)","Female",0.0
28,"2018","Andaman And Nicobar Islands","35","Urban Area (Near Recreation Place/ Cinema Hall)","Male",0.0
29,"2018","Andaman And Nicobar Islands","35","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
30,"2018","Andaman And Nicobar Islands","35","Urban Area (Near Religious Place)","Female",0.0
31,"2018","Andaman And Nicobar Islands","35","Urban Area (Near Religious Place)","Male",1.0
32,"2018","Andaman And Nicobar Islands","35","Urban Area (Near Religious Place)","Transgender",0.0
33,"2018","Andaman And Nicobar Islands","35","Urban Area (Near Residential Area)","Female",1.0
34,"2018","Andaman And Nicobar Islands","35","Urban Area (Near Residential Area)","Male",1.0
35,"2018","Andaman And Nicobar Islands","35","Urban Area (Near Residential Area)","Transgender",0.0
36,"2018","Andaman And Nicobar Islands","35","Urban Area (Near School/College/ Educational Institution)","Female",0.0
37,"2018","Andaman And Nicobar Islands","35","Urban Area (Near School/College/ Educational Institution)","Male",1.0
38,"2018","Andaman And Nicobar Islands","35","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
39,"2018","Andaman And Nicobar Islands","35","Urban Area (Others)","Female",0.0
40,"2018","Andaman And Nicobar Islands","35","Urban Area (Others)","Male",1.0
41,"2018","Andaman And Nicobar Islands","35","Urban Area (Others)","Transgender",0.0
42,"2018","Andaman And Nicobar Islands","35","Urban Area (Sub Total)","Female",1.0
43,"2018","Andaman And Nicobar Islands","35","Urban Area (Sub Total)","Male",4.0
44,"2018","Andaman And Nicobar Islands","35","Urban Area (Sub Total)","Transgender",0.0
45,"2018","Andhra Pradesh","28","Rural Area (Near Factory)","Female",26.0
46,"2018","Andhra Pradesh","28","Rural Area (Near Factory)","Male",136.0
47,"2018","Andhra Pradesh","28","Rural Area (Near Factory)","Transgender",0.0
48,"2018","Andhra Pradesh","28","Rural Area (Near Recreation Place/ Cinema Hall)","Female",25.0
49,"2018","Andhra Pradesh","28","Rural Area (Near Recreation Place/ Cinema Hall)","Male",185.0
50,"2018","Andhra Pradesh","28","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
51,"2018","Andhra Pradesh","28","Rural Area (Near Religious Place)","Female",42.0
52,"2018","Andhra Pradesh","28","Rural Area (Near Religious Place)","Male",170.0
53,"2018","Andhra Pradesh","28","Rural Area (Near Religious Place)","Transgender",0.0
54,"2018","Andhra Pradesh","28","Rural Area (Near Residential Area)","Female",243.0
55,"2018","Andhra Pradesh","28","Rural Area (Near Residential Area)","Male",1412.0
56,"2018","Andhra Pradesh","28","Rural Area (Near Residential Area)","Transgender",0.0
57,"2018","Andhra Pradesh","28","Rural Area (Near School/College/ Educational Institution)","Female",67.0
58,"2018","Andhra Pradesh","28","Rural Area (Near School/College/ Educational Institution)","Male",364.0
59,"2018","Andhra Pradesh","28","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
60,"2018","Andhra Pradesh","28","Rural Area (Others)","Female",355.0
61,"2018","Andhra Pradesh","28","Rural Area (Others)","Male",2444.0
62,"2018","Andhra Pradesh","28","Rural Area (Others)","Transgender",0.0
63,"2018","Andhra Pradesh","28","Rural Area (Sub Total)","Female",758.0
64,"2018","Andhra Pradesh","28","Rural Area (Sub Total)","Male",4711.0
65,"2018","Andhra Pradesh","28","Rural Area (Sub Total)","Transgender",0.0
66,"2018","Andhra Pradesh","28","Urban Area (At Pedestrian Crossing)","Female",16.0
67,"2018","Andhra Pradesh","28","Urban Area (At Pedestrian Crossing)","Male",81.0
68,"2018","Andhra Pradesh","28","Urban Area (At Pedestrian Crossing)","Transgender",0.0
69,"2018","Andhra Pradesh","28","Urban Area (Near Factory/Industrial Area)","Female",27.0
70,"2018","Andhra Pradesh","28","Urban Area (Near Factory/Industrial Area)","Male",119.0
71,"2018","Andhra Pradesh","28","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
72,"2018","Andhra Pradesh","28","Urban Area (Near Recreation Place/ Cinema Hall)","Female",24.0
73,"2018","Andhra Pradesh","28","Urban Area (Near Recreation Place/ Cinema Hall)","Male",128.0
74,"2018","Andhra Pradesh","28","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
75,"2018","Andhra Pradesh","28","Urban Area (Near Religious Place)","Female",25.0
76,"2018","Andhra Pradesh","28","Urban Area (Near Religious Place)","Male",96.0
77,"2018","Andhra Pradesh","28","Urban Area (Near Religious Place)","Transgender",0.0
78,"2018","Andhra Pradesh","28","Urban Area (Near Residential Area)","Female",140.0
79,"2018","Andhra Pradesh","28","Urban Area (Near Residential Area)","Male",713.0
80,"2018","Andhra Pradesh","28","Urban Area (Near Residential Area)","Transgender",0.0
81,"2018","Andhra Pradesh","28","Urban Area (Near School/College/ Educational Institution)","Female",31.0
82,"2018","Andhra Pradesh","28","Urban Area (Near School/College/ Educational Institution)","Male",131.0
83,"2018","Andhra Pradesh","28","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
84,"2018","Andhra Pradesh","28","Urban Area (Others)","Female",81.0
85,"2018","Andhra Pradesh","28","Urban Area (Others)","Male",503.0
86,"2018","Andhra Pradesh","28","Urban Area (Others)","Transgender",0.0
87,"2018","Andhra Pradesh","28","Urban Area (Sub Total)","Female",344.0
88,"2018","Andhra Pradesh","28","Urban Area (Sub Total)","Male",1771.0
89,"2018","Andhra Pradesh","28","Urban Area (Sub Total)","Transgender",0.0
90,"2018","Arunachal Pradesh","12","Rural Area (Near Factory)","Female",0.0
91,"2018","Arunachal Pradesh","12","Rural Area (Near Factory)","Male",0.0
92,"2018","Arunachal Pradesh","12","Rural Area (Near Factory)","Transgender",0.0
93,"2018","Arunachal Pradesh","12","Rural Area (Near Recreation Place/ Cinema Hall)","Female",0.0
94,"2018","Arunachal Pradesh","12","Rural Area (Near Recreation Place/ Cinema Hall)","Male",0.0
95,"2018","Arunachal Pradesh","12","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
96,"2018","Arunachal Pradesh","12","Rural Area (Near Religious Place)","Female",0.0
97,"2018","Arunachal Pradesh","12","Rural Area (Near Religious Place)","Male",1.0
98,"2018","Arunachal Pradesh","12","Rural Area (Near Religious Place)","Transgender",0.0
99,"2018","Arunachal Pradesh","12","Rural Area (Near Residential Area)","Female",3.0
100,"2018","Arunachal Pradesh","12","Rural Area (Near Residential Area)","Male",22.0
101,"2018","Arunachal Pradesh","12","Rural Area (Near Residential Area)","Transgender",0.0
102,"2018","Arunachal Pradesh","12","Rural Area (Near School/College/ Educational Institution)","Female",0.0
103,"2018","Arunachal Pradesh","12","Rural Area (Near School/College/ Educational Institution)","Male",2.0
104,"2018","Arunachal Pradesh","12","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
105,"2018","Arunachal Pradesh","12","Rural Area (Others)","Female",14.0
106,"2018","Arunachal Pradesh","12","Rural Area (Others)","Male",64.0
107,"2018","Arunachal Pradesh","12","Rural Area (Others)","Transgender",0.0
108,"2018","Arunachal Pradesh","12","Rural Area (Sub Total)","Female",17.0
109,"2018","Arunachal Pradesh","12","Rural Area (Sub Total)","Male",89.0
110,"2018","Arunachal Pradesh","12","Rural Area (Sub Total)","Transgender",0.0
111,"2018","Arunachal Pradesh","12","Urban Area (At Pedestrian Crossing)","Female",0.0
112,"2018","Arunachal Pradesh","12","Urban Area (At Pedestrian Crossing)","Male",0.0
113,"2018","Arunachal Pradesh","12","Urban Area (At Pedestrian Crossing)","Transgender",0.0
114,"2018","Arunachal Pradesh","12","Urban Area (Near Factory/Industrial Area)","Female",1.0
115,"2018","Arunachal Pradesh","12","Urban Area (Near Factory/Industrial Area)","Male",3.0
116,"2018","Arunachal Pradesh","12","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
117,"2018","Arunachal Pradesh","12","Urban Area (Near Recreation Place/ Cinema Hall)","Female",0.0
118,"2018","Arunachal Pradesh","12","Urban Area (Near Recreation Place/ Cinema Hall)","Male",0.0
119,"2018","Arunachal Pradesh","12","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
120,"2018","Arunachal Pradesh","12","Urban Area (Near Religious Place)","Female",0.0
121,"2018","Arunachal Pradesh","12","Urban Area (Near Religious Place)","Male",4.0
122,"2018","Arunachal Pradesh","12","Urban Area (Near Religious Place)","Transgender",0.0
123,"2018","Arunachal Pradesh","12","Urban Area (Near Residential Area)","Female",1.0
124,"2018","Arunachal Pradesh","12","Urban Area (Near Residential Area)","Male",9.0
125,"2018","Arunachal Pradesh","12","Urban Area (Near Residential Area)","Transgender",0.0
126,"2018","Arunachal Pradesh","12","Urban Area (Near School/College/ Educational Institution)","Female",1.0
127,"2018","Arunachal Pradesh","12","Urban Area (Near School/College/ Educational Institution)","Male",8.0
128,"2018","Arunachal Pradesh","12","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
129,"2018","Arunachal Pradesh","12","Urban Area (Others)","Female",2.0
130,"2018","Arunachal Pradesh","12","Urban Area (Others)","Male",28.0
131,"2018","Arunachal Pradesh","12","Urban Area (Others)","Transgender",0.0
132,"2018","Arunachal Pradesh","12","Urban Area (Sub Total)","Female",5.0
133,"2018","Arunachal Pradesh","12","Urban Area (Sub Total)","Male",52.0
134,"2018","Arunachal Pradesh","12","Urban Area (Sub Total)","Transgender",0.0
135,"2018","Assam","18","Rural Area (Near Factory)","Female",6.0
136,"2018","Assam","18","Rural Area (Near Factory)","Male",16.0
137,"2018","Assam","18","Rural Area (Near Factory)","Transgender",0.0
138,"2018","Assam","18","Rural Area (Near Recreation Place/ Cinema Hall)","Female",9.0
139,"2018","Assam","18","Rural Area (Near Recreation Place/ Cinema Hall)","Male",68.0
140,"2018","Assam","18","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
141,"2018","Assam","18","Rural Area (Near Religious Place)","Female",8.0
142,"2018","Assam","18","Rural Area (Near Religious Place)","Male",76.0
143,"2018","Assam","18","Rural Area (Near Religious Place)","Transgender",0.0
144,"2018","Assam","18","Rural Area (Near Residential Area)","Female",71.0
145,"2018","Assam","18","Rural Area (Near Residential Area)","Male",450.0
146,"2018","Assam","18","Rural Area (Near Residential Area)","Transgender",0.0
147,"2018","Assam","18","Rural Area (Near School/College/ Educational Institution)","Female",40.0
148,"2018","Assam","18","Rural Area (Near School/College/ Educational Institution)","Male",125.0
149,"2018","Assam","18","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
150,"2018","Assam","18","Rural Area (Others)","Female",127.0
151,"2018","Assam","18","Rural Area (Others)","Male",583.0
152,"2018","Assam","18","Rural Area (Others)","Transgender",0.0
153,"2018","Assam","18","Rural Area (Sub Total)","Female",261.0
154,"2018","Assam","18","Rural Area (Sub Total)","Male",1318.0
155,"2018","Assam","18","Rural Area (Sub Total)","Transgender",0.0
156,"2018","Assam","18","Urban Area (At Pedestrian Crossing)","Female",2.0
157,"2018","Assam","18","Urban Area (At Pedestrian Crossing)","Male",19.0
158,"2018","Assam","18","Urban Area (At Pedestrian Crossing)","Transgender",0.0
159,"2018","Assam","18","Urban Area (Near Factory/Industrial Area)","Female",22.0
160,"2018","Assam","18","Urban Area (Near Factory/Industrial Area)","Male",145.0
161,"2018","Assam","18","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
162,"2018","Assam","18","Urban Area (Near Recreation Place/ Cinema Hall)","Female",12.0
163,"2018","Assam","18","Urban Area (Near Recreation Place/ Cinema Hall)","Male",57.0
164,"2018","Assam","18","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
165,"2018","Assam","18","Urban Area (Near Religious Place)","Female",8.0
166,"2018","Assam","18","Urban Area (Near Religious Place)","Male",55.0
167,"2018","Assam","18","Urban Area (Near Religious Place)","Transgender",0.0
168,"2018","Assam","18","Urban Area (Near Residential Area)","Female",36.0
169,"2018","Assam","18","Urban Area (Near Residential Area)","Male",266.0
170,"2018","Assam","18","Urban Area (Near Residential Area)","Transgender",0.0
171,"2018","Assam","18","Urban Area (Near School/College/ Educational Institution)","Female",18.0
172,"2018","Assam","18","Urban Area (Near School/College/ Educational Institution)","Male",115.0
173,"2018","Assam","18","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
174,"2018","Assam","18","Urban Area (Others)","Female",46.0
175,"2018","Assam","18","Urban Area (Others)","Male",332.0
176,"2018","Assam","18","Urban Area (Others)","Transgender",0.0
177,"2018","Assam","18","Urban Area (Sub Total)","Female",144.0
178,"2018","Assam","18","Urban Area (Sub Total)","Male",989.0
179,"2018","Assam","18","Urban Area (Sub Total)","Transgender",0.0
180,"2018","Bihar","10","Rural Area (Near Factory)","Female",8.0
181,"2018","Bihar","10","Rural Area (Near Factory)","Male",17.0
182,"2018","Bihar","10","Rural Area (Near Factory)","Transgender",0.0
183,"2018","Bihar","10","Rural Area (Near Recreation Place/ Cinema Hall)","Female",9.0
184,"2018","Bihar","10","Rural Area (Near Recreation Place/ Cinema Hall)","Male",48.0
185,"2018","Bihar","10","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
186,"2018","Bihar","10","Rural Area (Near Religious Place)","Female",41.0
187,"2018","Bihar","10","Rural Area (Near Religious Place)","Male",103.0
188,"2018","Bihar","10","Rural Area (Near Religious Place)","Transgender",0.0
189,"2018","Bihar","10","Rural Area (Near Residential Area)","Female",368.0
190,"2018","Bihar","10","Rural Area (Near Residential Area)","Male",1970.0
191,"2018","Bihar","10","Rural Area (Near Residential Area)","Transgender",0.0
192,"2018","Bihar","10","Rural Area (Near School/College/ Educational Institution)","Female",134.0
193,"2018","Bihar","10","Rural Area (Near School/College/ Educational Institution)","Male",359.0
194,"2018","Bihar","10","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
195,"2018","Bihar","10","Rural Area (Others)","Female",55.0
196,"2018","Bihar","10","Rural Area (Others)","Male",617.0
197,"2018","Bihar","10","Rural Area (Others)","Transgender",0.0
198,"2018","Bihar","10","Rural Area (Sub Total)","Female",615.0
199,"2018","Bihar","10","Rural Area (Sub Total)","Male",3114.0
200,"2018","Bihar","10","Rural Area (Sub Total)","Transgender",0.0
201,"2018","Bihar","10","Urban Area (At Pedestrian Crossing)","Female",10.0
202,"2018","Bihar","10","Urban Area (At Pedestrian Crossing)","Male",67.0
203,"2018","Bihar","10","Urban Area (At Pedestrian Crossing)","Transgender",0.0
204,"2018","Bihar","10","Urban Area (Near Factory/Industrial Area)","Female",24.0
205,"2018","Bihar","10","Urban Area (Near Factory/Industrial Area)","Male",60.0
206,"2018","Bihar","10","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
207,"2018","Bihar","10","Urban Area (Near Recreation Place/ Cinema Hall)","Female",36.0
208,"2018","Bihar","10","Urban Area (Near Recreation Place/ Cinema Hall)","Male",231.0
209,"2018","Bihar","10","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
210,"2018","Bihar","10","Urban Area (Near Religious Place)","Female",17.0
211,"2018","Bihar","10","Urban Area (Near Religious Place)","Male",76.0
212,"2018","Bihar","10","Urban Area (Near Religious Place)","Transgender",0.0
213,"2018","Bihar","10","Urban Area (Near Residential Area)","Female",261.0
214,"2018","Bihar","10","Urban Area (Near Residential Area)","Male",1579.0
215,"2018","Bihar","10","Urban Area (Near Residential Area)","Transgender",0.0
216,"2018","Bihar","10","Urban Area (Near School/College/ Educational Institution)","Female",37.0
217,"2018","Bihar","10","Urban Area (Near School/College/ Educational Institution)","Male",152.0
218,"2018","Bihar","10","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
219,"2018","Bihar","10","Urban Area (Others)","Female",62.0
220,"2018","Bihar","10","Urban Area (Others)","Male",388.0
221,"2018","Bihar","10","Urban Area (Others)","Transgender",0.0
222,"2018","Bihar","10","Urban Area (Sub Total)","Female",447.0
223,"2018","Bihar","10","Urban Area (Sub Total)","Male",2553.0
224,"2018","Bihar","10","Urban Area (Sub Total)","Transgender",0.0
225,"2018","Chandigarh","4","Rural Area (Near Factory)","Female",0.0
226,"2018","Chandigarh","4","Rural Area (Near Factory)","Male",0.0
227,"2018","Chandigarh","4","Rural Area (Near Factory)","Transgender",0.0
228,"2018","Chandigarh","4","Rural Area (Near Recreation Place/ Cinema Hall)","Female",0.0
229,"2018","Chandigarh","4","Rural Area (Near Recreation Place/ Cinema Hall)","Male",0.0
230,"2018","Chandigarh","4","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
231,"2018","Chandigarh","4","Rural Area (Near Religious Place)","Female",0.0
232,"2018","Chandigarh","4","Rural Area (Near Religious Place)","Male",0.0
233,"2018","Chandigarh","4","Rural Area (Near Religious Place)","Transgender",0.0
234,"2018","Chandigarh","4","Rural Area (Near Residential Area)","Female",0.0
235,"2018","Chandigarh","4","Rural Area (Near Residential Area)","Male",0.0
236,"2018","Chandigarh","4","Rural Area (Near Residential Area)","Transgender",0.0
237,"2018","Chandigarh","4","Rural Area (Near School/College/ Educational Institution)","Female",0.0
238,"2018","Chandigarh","4","Rural Area (Near School/College/ Educational Institution)","Male",0.0
239,"2018","Chandigarh","4","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
240,"2018","Chandigarh","4","Rural Area (Others)","Female",0.0
241,"2018","Chandigarh","4","Rural Area (Others)","Male",0.0
242,"2018","Chandigarh","4","Rural Area (Others)","Transgender",0.0
243,"2018","Chandigarh","4","Rural Area (Sub Total)","Female",0.0
244,"2018","Chandigarh","4","Rural Area (Sub Total)","Male",0.0
245,"2018","Chandigarh","4","Rural Area (Sub Total)","Transgender",0.0
246,"2018","Chandigarh","4","Urban Area (At Pedestrian Crossing)","Female",1.0
247,"2018","Chandigarh","4","Urban Area (At Pedestrian Crossing)","Male",1.0
248,"2018","Chandigarh","4","Urban Area (At Pedestrian Crossing)","Transgender",0.0
249,"2018","Chandigarh","4","Urban Area (Near Factory/Industrial Area)","Female",2.0
250,"2018","Chandigarh","4","Urban Area (Near Factory/Industrial Area)","Male",6.0
251,"2018","Chandigarh","4","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
252,"2018","Chandigarh","4","Urban Area (Near Recreation Place/ Cinema Hall)","Female",3.0
253,"2018","Chandigarh","4","Urban Area (Near Recreation Place/ Cinema Hall)","Male",11.0
254,"2018","Chandigarh","4","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
255,"2018","Chandigarh","4","Urban Area (Near Religious Place)","Female",3.0
256,"2018","Chandigarh","4","Urban Area (Near Religious Place)","Male",7.0
257,"2018","Chandigarh","4","Urban Area (Near Religious Place)","Transgender",0.0
258,"2018","Chandigarh","4","Urban Area (Near Residential Area)","Female",5.0
259,"2018","Chandigarh","4","Urban Area (Near Residential Area)","Male",31.0
260,"2018","Chandigarh","4","Urban Area (Near Residential Area)","Transgender",0.0
261,"2018","Chandigarh","4","Urban Area (Near School/College/ Educational Institution)","Female",1.0
262,"2018","Chandigarh","4","Urban Area (Near School/College/ Educational Institution)","Male",4.0
263,"2018","Chandigarh","4","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
264,"2018","Chandigarh","4","Urban Area (Others)","Female",4.0
265,"2018","Chandigarh","4","Urban Area (Others)","Male",22.0
266,"2018","Chandigarh","4","Urban Area (Others)","Transgender",0.0
267,"2018","Chandigarh","4","Urban Area (Sub Total)","Female",19.0
268,"2018","Chandigarh","4","Urban Area (Sub Total)","Male",82.0
269,"2018","Chandigarh","4","Urban Area (Sub Total)","Transgender",0.0
270,"2018","Chhattisgarh","22","Rural Area (Near Factory)","Female",3.0
271,"2018","Chhattisgarh","22","Rural Area (Near Factory)","Male",21.0
272,"2018","Chhattisgarh","22","Rural Area (Near Factory)","Transgender",0.0
273,"2018","Chhattisgarh","22","Rural Area (Near Recreation Place/ Cinema Hall)","Female",4.0
274,"2018","Chhattisgarh","22","Rural Area (Near Recreation Place/ Cinema Hall)","Male",36.0
275,"2018","Chhattisgarh","22","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
276,"2018","Chhattisgarh","22","Rural Area (Near Religious Place)","Female",9.0
277,"2018","Chhattisgarh","22","Rural Area (Near Religious Place)","Male",58.0
278,"2018","Chhattisgarh","22","Rural Area (Near Religious Place)","Transgender",0.0
279,"2018","Chhattisgarh","22","Rural Area (Near Residential Area)","Female",123.0
280,"2018","Chhattisgarh","22","Rural Area (Near Residential Area)","Male",730.0
281,"2018","Chhattisgarh","22","Rural Area (Near Residential Area)","Transgender",0.0
282,"2018","Chhattisgarh","22","Rural Area (Near School/College/ Educational Institution)","Female",20.0
283,"2018","Chhattisgarh","22","Rural Area (Near School/College/ Educational Institution)","Male",156.0
284,"2018","Chhattisgarh","22","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
285,"2018","Chhattisgarh","22","Rural Area (Others)","Female",193.0
286,"2018","Chhattisgarh","22","Rural Area (Others)","Male",1435.0
287,"2018","Chhattisgarh","22","Rural Area (Others)","Transgender",0.0
288,"2018","Chhattisgarh","22","Rural Area (Sub Total)","Female",352.0
289,"2018","Chhattisgarh","22","Rural Area (Sub Total)","Male",2436.0
290,"2018","Chhattisgarh","22","Rural Area (Sub Total)","Transgender",0.0
291,"2018","Chhattisgarh","22","Urban Area (At Pedestrian Crossing)","Female",12.0
292,"2018","Chhattisgarh","22","Urban Area (At Pedestrian Crossing)","Male",88.0
293,"2018","Chhattisgarh","22","Urban Area (At Pedestrian Crossing)","Transgender",0.0
294,"2018","Chhattisgarh","22","Urban Area (Near Factory/Industrial Area)","Female",8.0
295,"2018","Chhattisgarh","22","Urban Area (Near Factory/Industrial Area)","Male",55.0
296,"2018","Chhattisgarh","22","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
297,"2018","Chhattisgarh","22","Urban Area (Near Recreation Place/ Cinema Hall)","Female",4.0
298,"2018","Chhattisgarh","22","Urban Area (Near Recreation Place/ Cinema Hall)","Male",36.0
299,"2018","Chhattisgarh","22","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
300,"2018","Chhattisgarh","22","Urban Area (Near Religious Place)","Female",14.0
301,"2018","Chhattisgarh","22","Urban Area (Near Religious Place)","Male",83.0
302,"2018","Chhattisgarh","22","Urban Area (Near Religious Place)","Transgender",0.0
303,"2018","Chhattisgarh","22","Urban Area (Near Residential Area)","Female",79.0
304,"2018","Chhattisgarh","22","Urban Area (Near Residential Area)","Male",503.0
305,"2018","Chhattisgarh","22","Urban Area (Near Residential Area)","Transgender",0.0
306,"2018","Chhattisgarh","22","Urban Area (Near School/College/ Educational Institution)","Female",15.0
307,"2018","Chhattisgarh","22","Urban Area (Near School/College/ Educational Institution)","Male",111.0
308,"2018","Chhattisgarh","22","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
309,"2018","Chhattisgarh","22","Urban Area (Others)","Female",84.0
310,"2018","Chhattisgarh","22","Urban Area (Others)","Male",713.0
311,"2018","Chhattisgarh","22","Urban Area (Others)","Transgender",0.0
312,"2018","Chhattisgarh","22","Urban Area (Sub Total)","Female",216.0
313,"2018","Chhattisgarh","22","Urban Area (Sub Total)","Male",1589.0
314,"2018","Chhattisgarh","22","Urban Area (Sub Total)","Transgender",0.0
315,"2018","Delhi","7","Rural Area (Near Factory)","Female",3.0
316,"2018","Delhi","7","Rural Area (Near Factory)","Male",16.0
317,"2018","Delhi","7","Rural Area (Near Factory)","Transgender",0.0
318,"2018","Delhi","7","Rural Area (Near Recreation Place/ Cinema Hall)","Female",0.0
319,"2018","Delhi","7","Rural Area (Near Recreation Place/ Cinema Hall)","Male",1.0
320,"2018","Delhi","7","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
321,"2018","Delhi","7","Rural Area (Near Religious Place)","Female",0.0
322,"2018","Delhi","7","Rural Area (Near Religious Place)","Male",0.0
323,"2018","Delhi","7","Rural Area (Near Religious Place)","Transgender",0.0
324,"2018","Delhi","7","Rural Area (Near Residential Area)","Female",10.0
325,"2018","Delhi","7","Rural Area (Near Residential Area)","Male",68.0
326,"2018","Delhi","7","Rural Area (Near Residential Area)","Transgender",0.0
327,"2018","Delhi","7","Rural Area (Near School/College/ Educational Institution)","Female",1.0
328,"2018","Delhi","7","Rural Area (Near School/College/ Educational Institution)","Male",7.0
329,"2018","Delhi","7","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
330,"2018","Delhi","7","Rural Area (Others)","Female",14.0
331,"2018","Delhi","7","Rural Area (Others)","Male",139.0
332,"2018","Delhi","7","Rural Area (Others)","Transgender",0.0
333,"2018","Delhi","7","Rural Area (Sub Total)","Female",28.0
334,"2018","Delhi","7","Rural Area (Sub Total)","Male",231.0
335,"2018","Delhi","7","Rural Area (Sub Total)","Transgender",0.0
336,"2018","Delhi","7","Urban Area (At Pedestrian Crossing)","Female",12.0
337,"2018","Delhi","7","Urban Area (At Pedestrian Crossing)","Male",53.0
338,"2018","Delhi","7","Urban Area (At Pedestrian Crossing)","Transgender",0.0
339,"2018","Delhi","7","Urban Area (Near Factory/Industrial Area)","Female",3.0
340,"2018","Delhi","7","Urban Area (Near Factory/Industrial Area)","Male",29.0
341,"2018","Delhi","7","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
342,"2018","Delhi","7","Urban Area (Near Recreation Place/ Cinema Hall)","Female",1.0
