"id","year","state_name","state_code","place","gender","number_of_deaths"
3684,"2020","Jammu And Kashmir","1","Urban Area (Others)","Female",5.0
3685,"2020","Jammu And Kashmir","1","Urban Area (Others)","Male",118.0
3686,"2020","Jammu And Kashmir","1","Urban Area (Others)","Transgender",0.0
3687,"2020","Jammu And Kashmir","1","Urban Area (Sub Total)","Female",25.0
3688,"2020","Jammu And Kashmir","1","Urban Area (Sub Total)","Male",203.0
3689,"2020","Jammu And Kashmir","1","Urban Area (Sub Total)","Transgender",0.0
3690,"2020","Jharkhand","20","Rural Area (Near Factory)","Female",25.0
3691,"2020","Jharkhand","20","Rural Area (Near Factory)","Male",192.0
3692,"2020","Jharkhand","20","Rural Area (Near Factory)","Transgender",0.0
3693,"2020","Jharkhand","20","Rural Area (Near Recreation Place/ Cinema Hall)","Female",48.0
3694,"2020","Jharkhand","20","Rural Area (Near Recreation Place/ Cinema Hall)","Male",331.0
3695,"2020","Jharkhand","20","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
3696,"2020","Jharkhand","20","Rural Area (Near Religious Place)","Female",30.0
3697,"2020","Jharkhand","20","Rural Area (Near Religious Place)","Male",293.0
3698,"2020","Jharkhand","20","Rural Area (Near Religious Place)","Transgender",0.0
3699,"2020","Jharkhand","20","Rural Area (Near Residential Area)","Female",65.0
3700,"2020","Jharkhand","20","Rural Area (Near Residential Area)","Male",518.0
3701,"2020","Jharkhand","20","Rural Area (Near Residential Area)","Transgender",0.0
3702,"2020","Jharkhand","20","Rural Area (Near School/College/ Educational Institution)","Female",35.0
3703,"2020","Jharkhand","20","Rural Area (Near School/College/ Educational Institution)","Male",212.0
3704,"2020","Jharkhand","20","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
3705,"2020","Jharkhand","20","Rural Area (Others)","Female",30.0
3706,"2020","Jharkhand","20","Rural Area (Others)","Male",177.0
3707,"2020","Jharkhand","20","Rural Area (Others)","Transgender",0.0
3708,"2020","Jharkhand","20","Rural Area (Sub Total)","Female",233.0
3709,"2020","Jharkhand","20","Rural Area (Sub Total)","Male",1723.0
3710,"2020","Jharkhand","20","Rural Area (Sub Total)","Transgender",0.0
3711,"2020","Jharkhand","20","Urban Area (At Pedestrian Crossing)","Female",14.0
3712,"2020","Jharkhand","20","Urban Area (At Pedestrian Crossing)","Male",59.0
3713,"2020","Jharkhand","20","Urban Area (At Pedestrian Crossing)","Transgender",0.0
3714,"2020","Jharkhand","20","Urban Area (Near Factory/Industrial Area)","Female",33.0
3715,"2020","Jharkhand","20","Urban Area (Near Factory/Industrial Area)","Male",106.0
3716,"2020","Jharkhand","20","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
3717,"2020","Jharkhand","20","Urban Area (Near Recreation Place/ Cinema Hall)","Female",32.0
3718,"2020","Jharkhand","20","Urban Area (Near Recreation Place/ Cinema Hall)","Male",151.0
3719,"2020","Jharkhand","20","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
3720,"2020","Jharkhand","20","Urban Area (Near Religious Place)","Female",16.0
3721,"2020","Jharkhand","20","Urban Area (Near Religious Place)","Male",116.0
3722,"2020","Jharkhand","20","Urban Area (Near Religious Place)","Transgender",0.0
3723,"2020","Jharkhand","20","Urban Area (Near Residential Area)","Female",39.0
3724,"2020","Jharkhand","20","Urban Area (Near Residential Area)","Male",320.0
3725,"2020","Jharkhand","20","Urban Area (Near Residential Area)","Transgender",0.0
3726,"2020","Jharkhand","20","Urban Area (Near School/College/ Educational Institution)","Female",20.0
3727,"2020","Jharkhand","20","Urban Area (Near School/College/ Educational Institution)","Male",153.0
3728,"2020","Jharkhand","20","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
3729,"2020","Jharkhand","20","Urban Area (Others)","Female",6.0
3730,"2020","Jharkhand","20","Urban Area (Others)","Male",23.0
3731,"2020","Jharkhand","20","Urban Area (Others)","Transgender",0.0
3732,"2020","Jharkhand","20","Urban Area (Sub Total)","Female",160.0
3733,"2020","Jharkhand","20","Urban Area (Sub Total)","Male",928.0
3734,"2020","Jharkhand","20","Urban Area (Sub Total)","Transgender",0.0
3735,"2020","Karnataka","29","Rural Area (Near Factory)","Female",23.0
3736,"2020","Karnataka","29","Rural Area (Near Factory)","Male",187.0
3737,"2020","Karnataka","29","Rural Area (Near Factory)","Transgender",0.0
3738,"2020","Karnataka","29","Rural Area (Near Recreation Place/ Cinema Hall)","Female",16.0
3739,"2020","Karnataka","29","Rural Area (Near Recreation Place/ Cinema Hall)","Male",69.0
3740,"2020","Karnataka","29","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
3741,"2020","Karnataka","29","Rural Area (Near Religious Place)","Female",25.0
3742,"2020","Karnataka","29","Rural Area (Near Religious Place)","Male",166.0
3743,"2020","Karnataka","29","Rural Area (Near Religious Place)","Transgender",0.0
3744,"2020","Karnataka","29","Rural Area (Near Residential Area)","Female",132.0
3745,"2020","Karnataka","29","Rural Area (Near Residential Area)","Male",1146.0
3746,"2020","Karnataka","29","Rural Area (Near Residential Area)","Transgender",0.0
3747,"2020","Karnataka","29","Rural Area (Near School/College/ Educational Institution)","Female",41.0
3748,"2020","Karnataka","29","Rural Area (Near School/College/ Educational Institution)","Male",244.0
3749,"2020","Karnataka","29","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
3750,"2020","Karnataka","29","Rural Area (Others)","Female",559.0
3751,"2020","Karnataka","29","Rural Area (Others)","Male",4715.0
3752,"2020","Karnataka","29","Rural Area (Others)","Transgender",0.0
3753,"2020","Karnataka","29","Rural Area (Sub Total)","Female",796.0
3754,"2020","Karnataka","29","Rural Area (Sub Total)","Male",6527.0
3755,"2020","Karnataka","29","Rural Area (Sub Total)","Transgender",0.0
3756,"2020","Karnataka","29","Urban Area (At Pedestrian Crossing)","Female",12.0
3757,"2020","Karnataka","29","Urban Area (At Pedestrian Crossing)","Male",53.0
3758,"2020","Karnataka","29","Urban Area (At Pedestrian Crossing)","Transgender",0.0
3759,"2020","Karnataka","29","Urban Area (Near Factory/Industrial Area)","Female",10.0
3760,"2020","Karnataka","29","Urban Area (Near Factory/Industrial Area)","Male",117.0
3761,"2020","Karnataka","29","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
3762,"2020","Karnataka","29","Urban Area (Near Recreation Place/ Cinema Hall)","Female",21.0
3763,"2020","Karnataka","29","Urban Area (Near Recreation Place/ Cinema Hall)","Male",93.0
3764,"2020","Karnataka","29","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
3765,"2020","Karnataka","29","Urban Area (Near Religious Place)","Female",17.0
3766,"2020","Karnataka","29","Urban Area (Near Religious Place)","Male",87.0
3767,"2020","Karnataka","29","Urban Area (Near Religious Place)","Transgender",0.0
3768,"2020","Karnataka","29","Urban Area (Near Residential Area)","Female",70.0
3769,"2020","Karnataka","29","Urban Area (Near Residential Area)","Male",437.0
3770,"2020","Karnataka","29","Urban Area (Near Residential Area)","Transgender",0.0
3771,"2020","Karnataka","29","Urban Area (Near School/College/ Educational Institution)","Female",27.0
3772,"2020","Karnataka","29","Urban Area (Near School/College/ Educational Institution)","Male",120.0
3773,"2020","Karnataka","29","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
3774,"2020","Karnataka","29","Urban Area (Others)","Female",195.0
3775,"2020","Karnataka","29","Urban Area (Others)","Male",1178.0
3776,"2020","Karnataka","29","Urban Area (Others)","Transgender",0.0
3777,"2020","Karnataka","29","Urban Area (Sub Total)","Female",352.0
3778,"2020","Karnataka","29","Urban Area (Sub Total)","Male",2085.0
3779,"2020","Karnataka","29","Urban Area (Sub Total)","Transgender",0.0
3780,"2020","Kerala","32","Rural Area (Near Factory)","Female",8.0
3781,"2020","Kerala","32","Rural Area (Near Factory)","Male",42.0
3782,"2020","Kerala","32","Rural Area (Near Factory)","Transgender",0.0
3783,"2020","Kerala","32","Rural Area (Near Recreation Place/ Cinema Hall)","Female",11.0
3784,"2020","Kerala","32","Rural Area (Near Recreation Place/ Cinema Hall)","Male",53.0
3785,"2020","Kerala","32","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
3786,"2020","Kerala","32","Rural Area (Near Religious Place)","Female",24.0
3787,"2020","Kerala","32","Rural Area (Near Religious Place)","Male",147.0
3788,"2020","Kerala","32","Rural Area (Near Religious Place)","Transgender",0.0
3789,"2020","Kerala","32","Rural Area (Near Residential Area)","Female",116.0
3790,"2020","Kerala","32","Rural Area (Near Residential Area)","Male",584.0
3791,"2020","Kerala","32","Rural Area (Near Residential Area)","Transgender",0.0
3792,"2020","Kerala","32","Rural Area (Near School/College/ Educational Institution)","Female",25.0
3793,"2020","Kerala","32","Rural Area (Near School/College/ Educational Institution)","Male",93.0
3794,"2020","Kerala","32","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
3795,"2020","Kerala","32","Rural Area (Others)","Female",119.0
3796,"2020","Kerala","32","Rural Area (Others)","Male",733.0
3797,"2020","Kerala","32","Rural Area (Others)","Transgender",0.0
3798,"2020","Kerala","32","Rural Area (Sub Total)","Female",303.0
3799,"2020","Kerala","32","Rural Area (Sub Total)","Male",1652.0
3800,"2020","Kerala","32","Rural Area (Sub Total)","Transgender",0.0
3801,"2020","Kerala","32","Urban Area (At Pedestrian Crossing)","Female",10.0
3802,"2020","Kerala","32","Urban Area (At Pedestrian Crossing)","Male",47.0
3803,"2020","Kerala","32","Urban Area (At Pedestrian Crossing)","Transgender",0.0
3804,"2020","Kerala","32","Urban Area (Near Factory/Industrial Area)","Female",8.0
3805,"2020","Kerala","32","Urban Area (Near Factory/Industrial Area)","Male",53.0
3806,"2020","Kerala","32","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
3807,"2020","Kerala","32","Urban Area (Near Recreation Place/ Cinema Hall)","Female",7.0
3808,"2020","Kerala","32","Urban Area (Near Recreation Place/ Cinema Hall)","Male",52.0
3809,"2020","Kerala","32","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
3810,"2020","Kerala","32","Urban Area (Near Religious Place)","Female",6.0
3811,"2020","Kerala","32","Urban Area (Near Religious Place)","Male",68.0
3812,"2020","Kerala","32","Urban Area (Near Religious Place)","Transgender",0.0
3813,"2020","Kerala","32","Urban Area (Near Residential Area)","Female",72.0
3814,"2020","Kerala","32","Urban Area (Near Residential Area)","Male",433.0
3815,"2020","Kerala","32","Urban Area (Near Residential Area)","Transgender",0.0
3816,"2020","Kerala","32","Urban Area (Near School/College/ Educational Institution)","Female",19.0
3817,"2020","Kerala","32","Urban Area (Near School/College/ Educational Institution)","Male",90.0
3818,"2020","Kerala","32","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
3819,"2020","Kerala","32","Urban Area (Others)","Female",23.0
3820,"2020","Kerala","32","Urban Area (Others)","Male",134.0
3821,"2020","Kerala","32","Urban Area (Others)","Transgender",0.0
3822,"2020","Kerala","32","Urban Area (Sub Total)","Female",145.0
3823,"2020","Kerala","32","Urban Area (Sub Total)","Male",877.0
3824,"2020","Kerala","32","Urban Area (Sub Total)","Transgender",0.0
3825,"2020","Ladakh","37","Rural Area (Near Factory)","Female",0.0
3826,"2020","Ladakh","37","Rural Area (Near Factory)","Male",0.0
3827,"2020","Ladakh","37","Rural Area (Near Factory)","Transgender",0.0
3828,"2020","Ladakh","37","Rural Area (Near Recreation Place/ Cinema Hall)","Female",0.0
3829,"2020","Ladakh","37","Rural Area (Near Recreation Place/ Cinema Hall)","Male",0.0
3830,"2020","Ladakh","37","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
3831,"2020","Ladakh","37","Rural Area (Near Religious Place)","Female",0.0
3832,"2020","Ladakh","37","Rural Area (Near Religious Place)","Male",0.0
3833,"2020","Ladakh","37","Rural Area (Near Religious Place)","Transgender",0.0
3834,"2020","Ladakh","37","Rural Area (Near Residential Area)","Female",0.0
3835,"2020","Ladakh","37","Rural Area (Near Residential Area)","Male",5.0
3836,"2020","Ladakh","37","Rural Area (Near Residential Area)","Transgender",0.0
3837,"2020","Ladakh","37","Rural Area (Near School/College/ Educational Institution)","Female",0.0
3838,"2020","Ladakh","37","Rural Area (Near School/College/ Educational Institution)","Male",0.0
3839,"2020","Ladakh","37","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
3840,"2020","Ladakh","37","Rural Area (Others)","Female",0.0
3841,"2020","Ladakh","37","Rural Area (Others)","Male",10.0
3842,"2020","Ladakh","37","Rural Area (Others)","Transgender",0.0
3843,"2020","Ladakh","37","Rural Area (Sub Total)","Female",0.0
3844,"2020","Ladakh","37","Rural Area (Sub Total)","Male",15.0
3845,"2020","Ladakh","37","Rural Area (Sub Total)","Transgender",0.0
3846,"2020","Ladakh","37","Urban Area (At Pedestrian Crossing)","Female",0.0
3847,"2020","Ladakh","37","Urban Area (At Pedestrian Crossing)","Male",3.0
3848,"2020","Ladakh","37","Urban Area (At Pedestrian Crossing)","Transgender",0.0
3849,"2020","Ladakh","37","Urban Area (Near Factory/Industrial Area)","Female",0.0
3850,"2020","Ladakh","37","Urban Area (Near Factory/Industrial Area)","Male",1.0
3851,"2020","Ladakh","37","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
3852,"2020","Ladakh","37","Urban Area (Near Recreation Place/ Cinema Hall)","Female",0.0
3853,"2020","Ladakh","37","Urban Area (Near Recreation Place/ Cinema Hall)","Male",0.0
3854,"2020","Ladakh","37","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
3855,"2020","Ladakh","37","Urban Area (Near Religious Place)","Female",0.0
3856,"2020","Ladakh","37","Urban Area (Near Religious Place)","Male",2.0
3857,"2020","Ladakh","37","Urban Area (Near Religious Place)","Transgender",0.0
3858,"2020","Ladakh","37","Urban Area (Near Residential Area)","Female",0.0
3859,"2020","Ladakh","37","Urban Area (Near Residential Area)","Male",2.0
3860,"2020","Ladakh","37","Urban Area (Near Residential Area)","Transgender",0.0
3861,"2020","Ladakh","37","Urban Area (Near School/College/ Educational Institution)","Female",0.0
3862,"2020","Ladakh","37","Urban Area (Near School/College/ Educational Institution)","Male",0.0
3863,"2020","Ladakh","37","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
3864,"2020","Ladakh","37","Urban Area (Others)","Female",0.0
3865,"2020","Ladakh","37","Urban Area (Others)","Male",9.0
3866,"2020","Ladakh","37","Urban Area (Others)","Transgender",0.0
3867,"2020","Ladakh","37","Urban Area (Sub Total)","Female",0.0
3868,"2020","Ladakh","37","Urban Area (Sub Total)","Male",17.0
3869,"2020","Ladakh","37","Urban Area (Sub Total)","Transgender",0.0
3870,"2020","Lakshadweep","31","Rural Area (Near Factory)","Female",0.0
3871,"2020","Lakshadweep","31","Rural Area (Near Factory)","Male",0.0
3872,"2020","Lakshadweep","31","Rural Area (Near Factory)","Transgender",0.0
3873,"2020","Lakshadweep","31","Rural Area (Near Recreation Place/ Cinema Hall)","Female",0.0
3874,"2020","Lakshadweep","31","Rural Area (Near Recreation Place/ Cinema Hall)","Male",0.0
3875,"2020","Lakshadweep","31","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
3876,"2020","Lakshadweep","31","Rural Area (Near Religious Place)","Female",0.0
3877,"2020","Lakshadweep","31","Rural Area (Near Religious Place)","Male",0.0
3878,"2020","Lakshadweep","31","Rural Area (Near Religious Place)","Transgender",0.0
3879,"2020","Lakshadweep","31","Rural Area (Near Residential Area)","Female",0.0
3880,"2020","Lakshadweep","31","Rural Area (Near Residential Area)","Male",0.0
3881,"2020","Lakshadweep","31","Rural Area (Near Residential Area)","Transgender",0.0
3882,"2020","Lakshadweep","31","Rural Area (Near School/College/ Educational Institution)","Female",0.0
3883,"2020","Lakshadweep","31","Rural Area (Near School/College/ Educational Institution)","Male",0.0
3884,"2020","Lakshadweep","31","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
3885,"2020","Lakshadweep","31","Rural Area (Others)","Female",0.0
3886,"2020","Lakshadweep","31","Rural Area (Others)","Male",0.0
3887,"2020","Lakshadweep","31","Rural Area (Others)","Transgender",0.0
3888,"2020","Lakshadweep","31","Rural Area (Sub Total)","Female",0.0
3889,"2020","Lakshadweep","31","Rural Area (Sub Total)","Male",0.0
3890,"2020","Lakshadweep","31","Rural Area (Sub Total)","Transgender",0.0
3891,"2020","Lakshadweep","31","Urban Area (At Pedestrian Crossing)","Female",0.0
3892,"2020","Lakshadweep","31","Urban Area (At Pedestrian Crossing)","Male",0.0
3893,"2020","Lakshadweep","31","Urban Area (At Pedestrian Crossing)","Transgender",0.0
3894,"2020","Lakshadweep","31","Urban Area (Near Factory/Industrial Area)","Female",0.0
3895,"2020","Lakshadweep","31","Urban Area (Near Factory/Industrial Area)","Male",0.0
3896,"2020","Lakshadweep","31","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
3897,"2020","Lakshadweep","31","Urban Area (Near Recreation Place/ Cinema Hall)","Female",0.0
3898,"2020","Lakshadweep","31","Urban Area (Near Recreation Place/ Cinema Hall)","Male",0.0
3899,"2020","Lakshadweep","31","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
3900,"2020","Lakshadweep","31","Urban Area (Near Religious Place)","Female",0.0
3901,"2020","Lakshadweep","31","Urban Area (Near Religious Place)","Male",0.0
3902,"2020","Lakshadweep","31","Urban Area (Near Religious Place)","Transgender",0.0
3903,"2020","Lakshadweep","31","Urban Area (Near Residential Area)","Female",0.0
3904,"2020","Lakshadweep","31","Urban Area (Near Residential Area)","Male",0.0
3905,"2020","Lakshadweep","31","Urban Area (Near Residential Area)","Transgender",0.0
3906,"2020","Lakshadweep","31","Urban Area (Near School/College/ Educational Institution)","Female",0.0
3907,"2020","Lakshadweep","31","Urban Area (Near School/College/ Educational Institution)","Male",0.0
3908,"2020","Lakshadweep","31","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
3909,"2020","Lakshadweep","31","Urban Area (Others)","Female",0.0
3910,"2020","Lakshadweep","31","Urban Area (Others)","Male",0.0
3911,"2020","Lakshadweep","31","Urban Area (Others)","Transgender",0.0
3912,"2020","Lakshadweep","31","Urban Area (Sub Total)","Female",0.0
3913,"2020","Lakshadweep","31","Urban Area (Sub Total)","Male",0.0
3914,"2020","Lakshadweep","31","Urban Area (Sub Total)","Transgender",0.0
3915,"2020","Madhya Pradesh","23","Rural Area (Near Factory)","Female",33.0
3916,"2020","Madhya Pradesh","23","Rural Area (Near Factory)","Male",218.0
3917,"2020","Madhya Pradesh","23","Rural Area (Near Factory)","Transgender",0.0
3918,"2020","Madhya Pradesh","23","Rural Area (Near Recreation Place/ Cinema Hall)","Female",39.0
3919,"2020","Madhya Pradesh","23","Rural Area (Near Recreation Place/ Cinema Hall)","Male",215.0
3920,"2020","Madhya Pradesh","23","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
3921,"2020","Madhya Pradesh","23","Rural Area (Near Religious Place)","Female",47.0
3922,"2020","Madhya Pradesh","23","Rural Area (Near Religious Place)","Male",219.0
3923,"2020","Madhya Pradesh","23","Rural Area (Near Religious Place)","Transgender",0.0
3924,"2020","Madhya Pradesh","23","Rural Area (Near Residential Area)","Female",350.0
3925,"2020","Madhya Pradesh","23","Rural Area (Near Residential Area)","Male",2143.0
3926,"2020","Madhya Pradesh","23","Rural Area (Near Residential Area)","Transgender",0.0
3927,"2020","Madhya Pradesh","23","Rural Area (Near School/College/ Educational Institution)","Female",69.0
3928,"2020","Madhya Pradesh","23","Rural Area (Near School/College/ Educational Institution)","Male",352.0
3929,"2020","Madhya Pradesh","23","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
3930,"2020","Madhya Pradesh","23","Rural Area (Others)","Female",492.0
3931,"2020","Madhya Pradesh","23","Rural Area (Others)","Male",3545.0
3932,"2020","Madhya Pradesh","23","Rural Area (Others)","Transgender",0.0
3933,"2020","Madhya Pradesh","23","Rural Area (Sub Total)","Female",1030.0
3934,"2020","Madhya Pradesh","23","Rural Area (Sub Total)","Male",6692.0
3935,"2020","Madhya Pradesh","23","Rural Area (Sub Total)","Transgender",0.0
3936,"2020","Madhya Pradesh","23","Urban Area (At Pedestrian Crossing)","Female",28.0
3937,"2020","Madhya Pradesh","23","Urban Area (At Pedestrian Crossing)","Male",82.0
3938,"2020","Madhya Pradesh","23","Urban Area (At Pedestrian Crossing)","Transgender",0.0
3939,"2020","Madhya Pradesh","23","Urban Area (Near Factory/Industrial Area)","Female",35.0
3940,"2020","Madhya Pradesh","23","Urban Area (Near Factory/Industrial Area)","Male",223.0
3941,"2020","Madhya Pradesh","23","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
3942,"2020","Madhya Pradesh","23","Urban Area (Near Recreation Place/ Cinema Hall)","Female",23.0
3943,"2020","Madhya Pradesh","23","Urban Area (Near Recreation Place/ Cinema Hall)","Male",159.0
3944,"2020","Madhya Pradesh","23","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
3945,"2020","Madhya Pradesh","23","Urban Area (Near Religious Place)","Female",48.0
3946,"2020","Madhya Pradesh","23","Urban Area (Near Religious Place)","Male",185.0
3947,"2020","Madhya Pradesh","23","Urban Area (Near Religious Place)","Transgender",0.0
3948,"2020","Madhya Pradesh","23","Urban Area (Near Residential Area)","Female",206.0
3949,"2020","Madhya Pradesh","23","Urban Area (Near Residential Area)","Male",1294.0
3950,"2020","Madhya Pradesh","23","Urban Area (Near Residential Area)","Transgender",0.0
3951,"2020","Madhya Pradesh","23","Urban Area (Near School/College/ Educational Institution)","Female",93.0
3952,"2020","Madhya Pradesh","23","Urban Area (Near School/College/ Educational Institution)","Male",252.0
3953,"2020","Madhya Pradesh","23","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
3954,"2020","Madhya Pradesh","23","Urban Area (Others)","Female",209.0
3955,"2020","Madhya Pradesh","23","Urban Area (Others)","Male",1106.0
3956,"2020","Madhya Pradesh","23","Urban Area (Others)","Transgender",0.0
3957,"2020","Madhya Pradesh","23","Urban Area (Sub Total)","Female",642.0
3958,"2020","Madhya Pradesh","23","Urban Area (Sub Total)","Male",3301.0
3959,"2020","Madhya Pradesh","23","Urban Area (Sub Total)","Transgender",0.0
3960,"2020","Maharashtra","27","Rural Area (Near Factory)","Female",29.0
3961,"2020","Maharashtra","27","Rural Area (Near Factory)","Male",268.0
3962,"2020","Maharashtra","27","Rural Area (Near Factory)","Transgender",0.0
3963,"2020","Maharashtra","27","Rural Area (Near Recreation Place/ Cinema Hall)","Female",9.0
3964,"2020","Maharashtra","27","Rural Area (Near Recreation Place/ Cinema Hall)","Male",44.0
3965,"2020","Maharashtra","27","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
3966,"2020","Maharashtra","27","Rural Area (Near Religious Place)","Female",35.0
3967,"2020","Maharashtra","27","Rural Area (Near Religious Place)","Male",166.0
3968,"2020","Maharashtra","27","Rural Area (Near Religious Place)","Transgender",0.0
3969,"2020","Maharashtra","27","Rural Area (Near Residential Area)","Female",205.0
3970,"2020","Maharashtra","27","Rural Area (Near Residential Area)","Male",1938.0
3971,"2020","Maharashtra","27","Rural Area (Near Residential Area)","Transgender",0.0
3972,"2020","Maharashtra","27","Rural Area (Near School/College/ Educational Institution)","Female",33.0
3973,"2020","Maharashtra","27","Rural Area (Near School/College/ Educational Institution)","Male",222.0
3974,"2020","Maharashtra","27","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
3975,"2020","Maharashtra","27","Rural Area (Others)","Female",551.0
3976,"2020","Maharashtra","27","Rural Area (Others)","Male",4621.0
3977,"2020","Maharashtra","27","Rural Area (Others)","Transgender",0.0
3978,"2020","Maharashtra","27","Rural Area (Sub Total)","Female",862.0
3979,"2020","Maharashtra","27","Rural Area (Sub Total)","Male",7259.0
3980,"2020","Maharashtra","27","Rural Area (Sub Total)","Transgender",0.0
3981,"2020","Maharashtra","27","Urban Area (At Pedestrian Crossing)","Female",13.0
3982,"2020","Maharashtra","27","Urban Area (At Pedestrian Crossing)","Male",110.0
3983,"2020","Maharashtra","27","Urban Area (At Pedestrian Crossing)","Transgender",0.0
3984,"2020","Maharashtra","27","Urban Area (Near Factory/Industrial Area)","Female",28.0
3985,"2020","Maharashtra","27","Urban Area (Near Factory/Industrial Area)","Male",272.0
3986,"2020","Maharashtra","27","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
3987,"2020","Maharashtra","27","Urban Area (Near Recreation Place/ Cinema Hall)","Female",18.0
3988,"2020","Maharashtra","27","Urban Area (Near Recreation Place/ Cinema Hall)","Male",142.0
3989,"2020","Maharashtra","27","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
3990,"2020","Maharashtra","27","Urban Area (Near Religious Place)","Female",30.0
3991,"2020","Maharashtra","27","Urban Area (Near Religious Place)","Male",213.0
3992,"2020","Maharashtra","27","Urban Area (Near Religious Place)","Transgender",0.0
3993,"2020","Maharashtra","27","Urban Area (Near Residential Area)","Female",199.0
3994,"2020","Maharashtra","27","Urban Area (Near Residential Area)","Male",1364.0
3995,"2020","Maharashtra","27","Urban Area (Near Residential Area)","Transgender",0.0
3996,"2020","Maharashtra","27","Urban Area (Near School/College/ Educational Institution)","Female",79.0
3997,"2020","Maharashtra","27","Urban Area (Near School/College/ Educational Institution)","Male",479.0
3998,"2020","Maharashtra","27","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
3999,"2020","Maharashtra","27","Urban Area (Others)","Female",106.0
4000,"2020","Maharashtra","27","Urban Area (Others)","Male",844.0
4001,"2020","Maharashtra","27","Urban Area (Others)","Transgender",0.0
4002,"2020","Maharashtra","27","Urban Area (Sub Total)","Female",473.0
4003,"2020","Maharashtra","27","Urban Area (Sub Total)","Male",3424.0
4004,"2020","Maharashtra","27","Urban Area (Sub Total)","Transgender",0.0
4005,"2020","Manipur","14","Rural Area (Near Factory)","Female",0.0
4006,"2020","Manipur","14","Rural Area (Near Factory)","Male",0.0
4007,"2020","Manipur","14","Rural Area (Near Factory)","Transgender",0.0
4008,"2020","Manipur","14","Rural Area (Near Recreation Place/ Cinema Hall)","Female",1.0
4009,"2020","Manipur","14","Rural Area (Near Recreation Place/ Cinema Hall)","Male",7.0
4010,"2020","Manipur","14","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
4011,"2020","Manipur","14","Rural Area (Near Religious Place)","Female",0.0
4012,"2020","Manipur","14","Rural Area (Near Religious Place)","Male",0.0
4013,"2020","Manipur","14","Rural Area (Near Religious Place)","Transgender",0.0
4014,"2020","Manipur","14","Rural Area (Near Residential Area)","Female",6.0
4015,"2020","Manipur","14","Rural Area (Near Residential Area)","Male",39.0
4016,"2020","Manipur","14","Rural Area (Near Residential Area)","Transgender",0.0
4017,"2020","Manipur","14","Rural Area (Near School/College/ Educational Institution)","Female",1.0
4018,"2020","Manipur","14","Rural Area (Near School/College/ Educational Institution)","Male",8.0
4019,"2020","Manipur","14","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
4020,"2020","Manipur","14","Rural Area (Others)","Female",2.0
4021,"2020","Manipur","14","Rural Area (Others)","Male",32.0
4022,"2020","Manipur","14","Rural Area (Others)","Transgender",0.0
4023,"2020","Manipur","14","Rural Area (Sub Total)","Female",10.0
4024,"2020","Manipur","14","Rural Area (Sub Total)","Male",86.0
4025,"2020","Manipur","14","Rural Area (Sub Total)","Transgender",0.0
4026,"2020","Manipur","14","Urban Area (At Pedestrian Crossing)","Female",1.0
4027,"2020","Manipur","14","Urban Area (At Pedestrian Crossing)","Male",4.0
4028,"2020","Manipur","14","Urban Area (At Pedestrian Crossing)","Transgender",0.0
4029,"2020","Manipur","14","Urban Area (Near Factory/Industrial Area)","Female",0.0
4030,"2020","Manipur","14","Urban Area (Near Factory/Industrial Area)","Male",0.0
