"id","year","state_name","state_code","mode_of_transport","injured","died"
398,"2021","Uttar Pradesh","9","Bus",1238.0,1337.0
399,"2021","Uttar Pradesh","9","Hand Drawn Vehicle/ Cycle Rickshaw",120.0,80.0
400,"2021","Uttar Pradesh","9","Other Motor Vehicles",520.0,556.0
401,"2021","Uttar Pradesh","9","Others",1097.0,1285.0
402,"2021","Uttar Pradesh","9","Pedestrian",356.0,401.0
403,"2021","Uttar Pradesh","9","Suv / Car / Jeep / Etc.",3686.0,4039.0
404,"2021","Uttar Pradesh","9","Three Wheeler/Auto Rickshaw",1704.0,1925.0
405,"2021","Uttar Pradesh","9","Tractor",771.0,862.0
406,"2021","Uttar Pradesh","9","Truck/Lorry/Mini Truck",2650.0,3423.0
407,"2021","Uttar Pradesh","9","Two Wheeler",6960.0,7429.0
408,"2021","Uttarakhand","5","Animal Drawn Vehicle",0.0,0.0
409,"2021","Uttarakhand","5","Bicycle",28.0,17.0
410,"2021","Uttarakhand","5","Bus",33.0,16.0
411,"2021","Uttarakhand","5","Hand Drawn Vehicle/ Cycle Rickshaw",1.0,0.0
412,"2021","Uttarakhand","5","Other Motor Vehicles",0.0,0.0
413,"2021","Uttarakhand","5","Others",13.0,8.0
414,"2021","Uttarakhand","5","Pedestrian",82.0,67.0
415,"2021","Uttarakhand","5","Suv / Car / Jeep / Etc.",206.0,118.0
416,"2021","Uttarakhand","5","Three Wheeler/Auto Rickshaw",36.0,12.0
417,"2021","Uttarakhand","5","Tractor",0.0,0.0
418,"2021","Uttarakhand","5","Truck/Lorry/Mini Truck",44.0,38.0
419,"2021","Uttarakhand","5","Two Wheeler",684.0,548.0
420,"2021","West Bengal","19","Animal Drawn Vehicle",3.0,1.0
421,"2021","West Bengal","19","Bicycle",210.0,143.0
422,"2021","West Bengal","19","Bus",853.0,277.0
423,"2021","West Bengal","19","Hand Drawn Vehicle/ Cycle Rickshaw",106.0,18.0
424,"2021","West Bengal","19","Other Motor Vehicles",828.0,687.0
425,"2021","West Bengal","19","Others",607.0,433.0
426,"2021","West Bengal","19","Pedestrian",290.0,305.0
427,"2021","West Bengal","19","Suv / Car / Jeep / Etc.",2125.0,1112.0
428,"2021","West Bengal","19","Three Wheeler/Auto Rickshaw",424.0,172.0
429,"2021","West Bengal","19","Tractor",182.0,120.0
430,"2021","West Bengal","19","Truck/Lorry/Mini Truck",1728.0,1025.0
431,"2021","West Bengal","19","Two Wheeler",2440.0,1538.0
432,"2022","Andaman And Nicobar Islands","35","Animal Drawn Vehicle",0.0,0.0
433,"2022","Andaman And Nicobar Islands","35","Bicycle",0.0,0.0
434,"2022","Andaman And Nicobar Islands","35","Bus",10.0,7.0
435,"2022","Andaman And Nicobar Islands","35","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
436,"2022","Andaman And Nicobar Islands","35","Other Motor Vehicles",0.0,1.0
437,"2022","Andaman And Nicobar Islands","35","Others",0.0,0.0
438,"2022","Andaman And Nicobar Islands","35","Pedestrian",0.0,0.0
439,"2022","Andaman And Nicobar Islands","35","Suv / Car / Jeep / Etc.",52.0,5.0
440,"2022","Andaman And Nicobar Islands","35","Three Wheeler/Auto Rickshaw",13.0,0.0
441,"2022","Andaman And Nicobar Islands","35","Tractor",0.0,0.0
442,"2022","Andaman And Nicobar Islands","35","Truck/Lorry/Mini Truck",4.0,0.0
443,"2022","Andaman And Nicobar Islands","35","Two Wheeler",57.0,6.0
444,"2022","Andhra Pradesh","28","Animal Drawn Vehicle",18.0,7.0
445,"2022","Andhra Pradesh","28","Bicycle",295.0,153.0
446,"2022","Andhra Pradesh","28","Bus",647.0,221.0
447,"2022","Andhra Pradesh","28","Hand Drawn Vehicle/ Cycle Rickshaw",12.0,3.0
448,"2022","Andhra Pradesh","28","Other Motor Vehicles",650.0,269.0
449,"2022","Andhra Pradesh","28","Others",225.0,117.0
450,"2022","Andhra Pradesh","28","Pedestrian",2681.0,1598.0
451,"2022","Andhra Pradesh","28","Suv / Car / Jeep / Etc.",2716.0,847.0
452,"2022","Andhra Pradesh","28","Three Wheeler/Auto Rickshaw",2821.0,621.0
453,"2022","Andhra Pradesh","28","Tractor",210.0,89.0
454,"2022","Andhra Pradesh","28","Truck/Lorry/Mini Truck",1218.0,659.0
455,"2022","Andhra Pradesh","28","Two Wheeler",9847.0,3709.0
456,"2022","Arunachal Pradesh","12","Animal Drawn Vehicle",0.0,0.0
457,"2022","Arunachal Pradesh","12","Bicycle",0.0,0.0
458,"2022","Arunachal Pradesh","12","Bus",10.0,1.0
459,"2022","Arunachal Pradesh","12","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
460,"2022","Arunachal Pradesh","12","Other Motor Vehicles",6.0,2.0
461,"2022","Arunachal Pradesh","12","Others",3.0,3.0
462,"2022","Arunachal Pradesh","12","Pedestrian",6.0,4.0
463,"2022","Arunachal Pradesh","12","Suv / Car / Jeep / Etc.",62.0,37.0
464,"2022","Arunachal Pradesh","12","Three Wheeler/Auto Rickshaw",0.0,0.0
465,"2022","Arunachal Pradesh","12","Tractor",1.0,5.0
466,"2022","Arunachal Pradesh","12","Truck/Lorry/Mini Truck",49.0,59.0
467,"2022","Arunachal Pradesh","12","Two Wheeler",40.0,41.0
468,"2022","Assam","18","Animal Drawn Vehicle",0.0,0.0
469,"2022","Assam","18","Bicycle",232.0,142.0
470,"2022","Assam","18","Bus",399.0,168.0
471,"2022","Assam","18","Hand Drawn Vehicle/ Cycle Rickshaw",23.0,0.0
472,"2022","Assam","18","Other Motor Vehicles",93.0,81.0
473,"2022","Assam","18","Others",64.0,28.0
474,"2022","Assam","18","Pedestrian",726.0,511.0
475,"2022","Assam","18","Suv / Car / Jeep / Etc.",1148.0,537.0
476,"2022","Assam","18","Three Wheeler/Auto Rickshaw",521.0,172.0
477,"2022","Assam","18","Tractor",28.0,19.0
478,"2022","Assam","18","Truck/Lorry/Mini Truck",423.0,213.0
479,"2022","Assam","18","Two Wheeler",2022.0,1189.0
480,"2022","Bihar","10","Animal Drawn Vehicle",0.0,1.0
481,"2022","Bihar","10","Bicycle",392.0,524.0
482,"2022","Bihar","10","Bus",165.0,106.0
483,"2022","Bihar","10","Hand Drawn Vehicle/ Cycle Rickshaw",18.0,26.0
484,"2022","Bihar","10","Other Motor Vehicles",2.0,22.0
485,"2022","Bihar","10","Others",39.0,52.0
486,"2022","Bihar","10","Pedestrian",1797.0,3345.0
487,"2022","Bihar","10","Suv / Car / Jeep / Etc.",711.0,556.0
488,"2022","Bihar","10","Three Wheeler/Auto Rickshaw",687.0,545.0
489,"2022","Bihar","10","Tractor",427.0,473.0
490,"2022","Bihar","10","Truck/Lorry/Mini Truck",223.0,213.0
491,"2022","Bihar","10","Two Wheeler",2607.0,3035.0
492,"2022","Chandigarh","4","Animal Drawn Vehicle",0.0,0.0
493,"2022","Chandigarh","4","Bicycle",15.0,12.0
494,"2022","Chandigarh","4","Bus",1.0,1.0
495,"2022","Chandigarh","4","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
496,"2022","Chandigarh","4","Other Motor Vehicles",11.0,2.0
497,"2022","Chandigarh","4","Others",0.0,0.0
498,"2022","Chandigarh","4","Pedestrian",31.0,23.0
499,"2022","Chandigarh","4","Suv / Car / Jeep / Etc.",12.0,0.0
500,"2022","Chandigarh","4","Three Wheeler/Auto Rickshaw",13.0,5.0
501,"2022","Chandigarh","4","Tractor",0.0,0.0
502,"2022","Chandigarh","4","Truck/Lorry/Mini Truck",0.0,0.0
503,"2022","Chandigarh","4","Two Wheeler",120.0,40.0
504,"2022","Chhattisgarh","22","Animal Drawn Vehicle",0.0,1.0
505,"2022","Chhattisgarh","22","Bicycle",299.0,138.0
506,"2022","Chhattisgarh","22","Bus",365.0,76.0
507,"2022","Chhattisgarh","22","Hand Drawn Vehicle/ Cycle Rickshaw",19.0,5.0
508,"2022","Chhattisgarh","22","Other Motor Vehicles",359.0,287.0
509,"2022","Chhattisgarh","22","Others",745.0,216.0
510,"2022","Chhattisgarh","22","Pedestrian",837.0,498.0
511,"2022","Chhattisgarh","22","Suv / Car / Jeep / Etc.",1872.0,455.0
512,"2022","Chhattisgarh","22","Three Wheeler/Auto Rickshaw",238.0,40.0
513,"2022","Chhattisgarh","22","Tractor",296.0,160.0
514,"2022","Chhattisgarh","22","Truck/Lorry/Mini Truck",619.0,408.0
515,"2022","Chhattisgarh","22","Two Wheeler",5810.0,3606.0
516,"2022","Delhi","7","Animal Drawn Vehicle",9.0,7.0
517,"2022","Delhi","7","Bicycle",153.0,41.0
518,"2022","Delhi","7","Bus",114.0,36.0
519,"2022","Delhi","7","Hand Drawn Vehicle/ Cycle Rickshaw",23.0,19.0
520,"2022","Delhi","7","Other Motor Vehicles",187.0,89.0
521,"2022","Delhi","7","Others",250.0,59.0
522,"2022","Delhi","7","Pedestrian",355.0,98.0
523,"2022","Delhi","7","Suv / Car / Jeep / Etc.",1066.0,316.0
524,"2022","Delhi","7","Three Wheeler/Auto Rickshaw",294.0,73.0
525,"2022","Delhi","7","Tractor",12.0,3.0
526,"2022","Delhi","7","Truck/Lorry/Mini Truck",172.0,89.0
527,"2022","Delhi","7","Two Wheeler",2078.0,631.0
528,"2022","Goa","30","Animal Drawn Vehicle",0.0,0.0
529,"2022","Goa","30","Bicycle",9.0,3.0
530,"2022","Goa","30","Bus",40.0,3.0
531,"2022","Goa","30","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
532,"2022","Goa","30","Other Motor Vehicles",2.0,0.0
533,"2022","Goa","30","Others",0.0,3.0
534,"2022","Goa","30","Pedestrian",79.0,54.0
535,"2022","Goa","30","Suv / Car / Jeep / Etc.",178.0,26.0
536,"2022","Goa","30","Three Wheeler/Auto Rickshaw",4.0,0.0
537,"2022","Goa","30","Tractor",0.0,1.0
538,"2022","Goa","30","Truck/Lorry/Mini Truck",28.0,4.0
539,"2022","Goa","30","Two Wheeler",731.0,180.0
540,"2022","Gujarat","24","Animal Drawn Vehicle",19.0,2.0
541,"2022","Gujarat","24","Bicycle",177.0,124.0
542,"2022","Gujarat","24","Bus",765.0,99.0
543,"2022","Gujarat","24","Hand Drawn Vehicle/ Cycle Rickshaw",9.0,7.0
544,"2022","Gujarat","24","Other Motor Vehicles",9.0,3.0
545,"2022","Gujarat","24","Others",0.0,0.0
546,"2022","Gujarat","24","Pedestrian",1578.0,1365.0
547,"2022","Gujarat","24","Suv / Car / Jeep / Etc.",3182.0,1236.0
548,"2022","Gujarat","24","Three Wheeler/Auto Rickshaw",1272.0,411.0
549,"2022","Gujarat","24","Tractor",115.0,64.0
550,"2022","Gujarat","24","Truck/Lorry/Mini Truck",1065.0,569.0
551,"2022","Gujarat","24","Two Wheeler",6948.0,3754.0
552,"2022","Haryana","6","Animal Drawn Vehicle",14.0,12.0
553,"2022","Haryana","6","Bicycle",120.0,114.0
554,"2022","Haryana","6","Bus",232.0,103.0
555,"2022","Haryana","6","Hand Drawn Vehicle/ Cycle Rickshaw",6.0,3.0
556,"2022","Haryana","6","Other Motor Vehicles",513.0,366.0
557,"2022","Haryana","6","Others",90.0,141.0
558,"2022","Haryana","6","Pedestrian",1663.0,1164.0
559,"2022","Haryana","6","Suv / Car / Jeep / Etc.",1398.0,660.0
560,"2022","Haryana","6","Three Wheeler/Auto Rickshaw",292.0,153.0
561,"2022","Haryana","6","Tractor",119.0,53.0
562,"2022","Haryana","6","Truck/Lorry/Mini Truck",486.0,277.0
563,"2022","Haryana","6","Two Wheeler",3420.0,2182.0
564,"2022","Himachal Pradesh","2","Animal Drawn Vehicle",0.0,0.0
565,"2022","Himachal Pradesh","2","Bicycle",6.0,6.0
566,"2022","Himachal Pradesh","2","Bus",460.0,41.0
567,"2022","Himachal Pradesh","2","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
568,"2022","Himachal Pradesh","2","Other Motor Vehicles",59.0,7.0
569,"2022","Himachal Pradesh","2","Others",10.0,11.0
570,"2022","Himachal Pradesh","2","Pedestrian",140.0,42.0
571,"2022","Himachal Pradesh","2","Suv / Car / Jeep / Etc.",1794.0,473.0
572,"2022","Himachal Pradesh","2","Three Wheeler/Auto Rickshaw",29.0,17.0
573,"2022","Himachal Pradesh","2","Tractor",44.0,21.0
574,"2022","Himachal Pradesh","2","Truck/Lorry/Mini Truck",414.0,121.0
575,"2022","Himachal Pradesh","2","Two Wheeler",935.0,240.0
576,"2022","Jammu And Kashmir","1","Animal Drawn Vehicle",0.0,0.0
577,"2022","Jammu And Kashmir","1","Bicycle",3.0,4.0
578,"2022","Jammu And Kashmir","1","Bus",967.0,76.0
579,"2022","Jammu And Kashmir","1","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,1.0
580,"2022","Jammu And Kashmir","1","Other Motor Vehicles",532.0,54.0
581,"2022","Jammu And Kashmir","1","Others",77.0,17.0
582,"2022","Jammu And Kashmir","1","Pedestrian",574.0,69.0
583,"2022","Jammu And Kashmir","1","Suv / Car / Jeep / Etc.",3227.0,254.0
584,"2022","Jammu And Kashmir","1","Three Wheeler/Auto Rickshaw",241.0,13.0
585,"2022","Jammu And Kashmir","1","Tractor",126.0,30.0
586,"2022","Jammu And Kashmir","1","Truck/Lorry/Mini Truck",742.0,110.0
587,"2022","Jammu And Kashmir","1","Two Wheeler",1861.0,210.0
588,"2022","Jharkhand","20","Animal Drawn Vehicle",52.0,47.0
589,"2022","Jharkhand","20","Bicycle",85.0,150.0
590,"2022","Jharkhand","20","Bus",230.0,102.0
591,"2022","Jharkhand","20","Hand Drawn Vehicle/ Cycle Rickshaw",63.0,95.0
592,"2022","Jharkhand","20","Other Motor Vehicles",14.0,42.0
593,"2022","Jharkhand","20","Others",0.0,1.0
594,"2022","Jharkhand","20","Pedestrian",61.0,83.0
595,"2022","Jharkhand","20","Suv / Car / Jeep / Etc.",527.0,473.0
596,"2022","Jharkhand","20","Three Wheeler/Auto Rickshaw",667.0,660.0
597,"2022","Jharkhand","20","Tractor",29.0,40.0
598,"2022","Jharkhand","20","Truck/Lorry/Mini Truck",218.0,276.0
599,"2022","Jharkhand","20","Two Wheeler",1801.0,1929.0
600,"2022","Karnataka","29","Animal Drawn Vehicle",71.0,13.0
601,"2022","Karnataka","29","Bicycle",353.0,84.0
602,"2022","Karnataka","29","Bus",2890.0,297.0
603,"2022","Karnataka","29","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
604,"2022","Karnataka","29","Other Motor Vehicles",1126.0,308.0
605,"2022","Karnataka","29","Others",1234.0,375.0
606,"2022","Karnataka","29","Pedestrian",5566.0,2073.0
607,"2022","Karnataka","29","Suv / Car / Jeep / Etc.",9132.0,1545.0
608,"2022","Karnataka","29","Three Wheeler/Auto Rickshaw",2619.0,408.0
609,"2022","Karnataka","29","Tractor",487.0,113.0
610,"2022","Karnataka","29","Truck/Lorry/Mini Truck",3257.0,747.0
611,"2022","Karnataka","29","Two Wheeler",21419.0,5742.0
612,"2022","Kerala","32","Animal Drawn Vehicle",0.0,1.0
613,"2022","Kerala","32","Bicycle",773.0,80.0
614,"2022","Kerala","32","Bus",2394.0,160.0
615,"2022","Kerala","32","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,1.0
616,"2022","Kerala","32","Other Motor Vehicles",703.0,59.0
617,"2022","Kerala","32","Others",115.0,15.0
618,"2022","Kerala","32","Pedestrian",6787.0,834.0
619,"2022","Kerala","32","Suv / Car / Jeep / Etc.",8091.0,586.0
620,"2022","Kerala","32","Three Wheeler/Auto Rickshaw",3939.0,280.0
621,"2022","Kerala","32","Tractor",20.0,14.0
622,"2022","Kerala","32","Truck/Lorry/Mini Truck",1598.0,245.0
623,"2022","Kerala","32","Two Wheeler",24897.0,2042.0
624,"2022","Ladakh","37","Animal Drawn Vehicle",0.0,0.0
625,"2022","Ladakh","37","Bicycle",0.0,0.0
626,"2022","Ladakh","37","Bus",36.0,13.0
627,"2022","Ladakh","37","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
628,"2022","Ladakh","37","Other Motor Vehicles",0.0,0.0
629,"2022","Ladakh","37","Others",21.0,3.0
630,"2022","Ladakh","37","Pedestrian",0.0,0.0
631,"2022","Ladakh","37","Suv / Car / Jeep / Etc.",180.0,38.0
632,"2022","Ladakh","37","Three Wheeler/Auto Rickshaw",0.0,0.0
633,"2022","Ladakh","37","Tractor",0.0,0.0
634,"2022","Ladakh","37","Truck/Lorry/Mini Truck",76.0,9.0
635,"2022","Ladakh","37","Two Wheeler",20.0,3.0
636,"2022","Lakshadweep","31","Animal Drawn Vehicle",0.0,0.0
637,"2022","Lakshadweep","31","Bicycle",0.0,0.0
638,"2022","Lakshadweep","31","Bus",0.0,0.0
639,"2022","Lakshadweep","31","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
640,"2022","Lakshadweep","31","Other Motor Vehicles",0.0,0.0
641,"2022","Lakshadweep","31","Others",0.0,0.0
642,"2022","Lakshadweep","31","Pedestrian",0.0,0.0
643,"2022","Lakshadweep","31","Suv / Car / Jeep / Etc.",0.0,0.0
644,"2022","Lakshadweep","31","Three Wheeler/Auto Rickshaw",0.0,0.0
645,"2022","Lakshadweep","31","Tractor",0.0,0.0
646,"2022","Lakshadweep","31","Truck/Lorry/Mini Truck",0.0,0.0
647,"2022","Lakshadweep","31","Two Wheeler",3.0,2.0
648,"2022","Madhya Pradesh","23","Animal Drawn Vehicle",20.0,0.0
649,"2022","Madhya Pradesh","23","Bicycle",425.0,126.0
650,"2022","Madhya Pradesh","23","Bus",2373.0,380.0
651,"2022","Madhya Pradesh","23","Hand Drawn Vehicle/ Cycle Rickshaw",56.0,12.0
652,"2022","Madhya Pradesh","23","Other Motor Vehicles",785.0,256.0
653,"2022","Madhya Pradesh","23","Others",1226.0,503.0
654,"2022","Madhya Pradesh","23","Pedestrian",4821.0,1492.0
655,"2022","Madhya Pradesh","23","Suv / Car / Jeep / Etc.",7679.0,2064.0
656,"2022","Madhya Pradesh","23","Three Wheeler/Auto Rickshaw",2592.0,598.0
657,"2022","Madhya Pradesh","23","Tractor",1166.0,482.0
658,"2022","Madhya Pradesh","23","Truck/Lorry/Mini Truck",3601.0,1336.0
659,"2022","Madhya Pradesh","23","Two Wheeler",26520.0,6669.0
660,"2022","Maharashtra","27","Animal Drawn Vehicle",7.0,6.0
661,"2022","Maharashtra","27","Bicycle",176.0,127.0
662,"2022","Maharashtra","27","Bus",1472.0,320.0
663,"2022","Maharashtra","27","Hand Drawn Vehicle/ Cycle Rickshaw",13.0,7.0
664,"2022","Maharashtra","27","Other Motor Vehicles",297.0,294.0
665,"2022","Maharashtra","27","Others",74.0,143.0
666,"2022","Maharashtra","27","Pedestrian",1827.0,1764.0
667,"2022","Maharashtra","27","Suv / Car / Jeep / Etc.",4818.0,2305.0
668,"2022","Maharashtra","27","Three Wheeler/Auto Rickshaw",1257.0,630.0
669,"2022","Maharashtra","27","Tractor",481.0,302.0
670,"2022","Maharashtra","27","Truck/Lorry/Mini Truck",2213.0,1651.0
671,"2022","Maharashtra","27","Two Wheeler",11243.0,8199.0
672,"2022","Manipur","14","Animal Drawn Vehicle",0.0,0.0
673,"2022","Manipur","14","Bicycle",23.0,7.0
674,"2022","Manipur","14","Bus",42.0,11.0
675,"2022","Manipur","14","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
676,"2022","Manipur","14","Other Motor Vehicles",4.0,0.0
677,"2022","Manipur","14","Others",10.0,5.0
678,"2022","Manipur","14","Pedestrian",75.0,30.0
679,"2022","Manipur","14","Suv / Car / Jeep / Etc.",162.0,19.0
680,"2022","Manipur","14","Three Wheeler/Auto Rickshaw",55.0,4.0
681,"2022","Manipur","14","Tractor",0.0,0.0
682,"2022","Manipur","14","Truck/Lorry/Mini Truck",40.0,13.0
683,"2022","Manipur","14","Two Wheeler",406.0,38.0
684,"2022","Meghalaya","17","Animal Drawn Vehicle",0.0,0.0
685,"2022","Meghalaya","17","Bicycle",0.0,2.0
686,"2022","Meghalaya","17","Bus",37.0,7.0
687,"2022","Meghalaya","17","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
688,"2022","Meghalaya","17","Other Motor Vehicles",0.0,1.0
689,"2022","Meghalaya","17","Others",1.0,1.0
690,"2022","Meghalaya","17","Pedestrian",13.0,6.0
691,"2022","Meghalaya","17","Suv / Car / Jeep / Etc.",119.0,57.0
692,"2022","Meghalaya","17","Three Wheeler/Auto Rickshaw",15.0,9.0
693,"2022","Meghalaya","17","Tractor",0.0,1.0
694,"2022","Meghalaya","17","Truck/Lorry/Mini Truck",66.0,28.0
695,"2022","Meghalaya","17","Two Wheeler",59.0,50.0
696,"2022","Mizoram","15","Animal Drawn Vehicle",0.0,1.0
697,"2022","Mizoram","15","Bicycle",0.0,0.0
698,"2022","Mizoram","15","Bus",0.0,0.0
699,"2022","Mizoram","15","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
700,"2022","Mizoram","15","Other Motor Vehicles",0.0,1.0
701,"2022","Mizoram","15","Others",0.0,0.0
702,"2022","Mizoram","15","Pedestrian",0.0,0.0
703,"2022","Mizoram","15","Suv / Car / Jeep / Etc.",14.0,31.0
704,"2022","Mizoram","15","Three Wheeler/Auto Rickshaw",3.0,13.0
705,"2022","Mizoram","15","Tractor",0.0,1.0
706,"2022","Mizoram","15","Truck/Lorry/Mini Truck",9.0,26.0
707,"2022","Mizoram","15","Two Wheeler",2.0,10.0
708,"2022","Nagaland","13","Animal Drawn Vehicle",0.0,0.0
709,"2022","Nagaland","13","Bicycle",0.0,0.0
710,"2022","Nagaland","13","Bus",26.0,0.0
711,"2022","Nagaland","13","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
712,"2022","Nagaland","13","Other Motor Vehicles",0.0,0.0
713,"2022","Nagaland","13","Others",0.0,0.0
714,"2022","Nagaland","13","Pedestrian",0.0,1.0
715,"2022","Nagaland","13","Suv / Car / Jeep / Etc.",12.0,6.0
716,"2022","Nagaland","13","Three Wheeler/Auto Rickshaw",0.0,7.0
717,"2022","Nagaland","13","Tractor",0.0,0.0
718,"2022","Nagaland","13","Truck/Lorry/Mini Truck",2.0,8.0
719,"2022","Nagaland","13","Two Wheeler",2.0,0.0
720,"2022","Odisha","21","Animal Drawn Vehicle",0.0,0.0
721,"2022","Odisha","21","Bicycle",331.0,199.0
722,"2022","Odisha","21","Bus",442.0,134.0
723,"2022","Odisha","21","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
724,"2022","Odisha","21","Other Motor Vehicles",257.0,176.0
725,"2022","Odisha","21","Others",934.0,510.0
726,"2022","Odisha","21","Pedestrian",1093.0,775.0
727,"2022","Odisha","21","Suv / Car / Jeep / Etc.",1605.0,617.0
728,"2022","Odisha","21","Three Wheeler/Auto Rickshaw",613.0,181.0
729,"2022","Odisha","21","Tractor",0.0,0.0
730,"2022","Odisha","21","Truck/Lorry/Mini Truck",1067.0,494.0
731,"2022","Odisha","21","Two Wheeler",3927.0,2384.0
732,"2022","Puducherry","34","Animal Drawn Vehicle",0.0,0.0
733,"2022","Puducherry","34","Bicycle",36.0,2.0
734,"2022","Puducherry","34","Bus",49.0,7.0
735,"2022","Puducherry","34","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
736,"2022","Puducherry","34","Other Motor Vehicles",0.0,0.0
737,"2022","Puducherry","34","Others",75.0,10.0
738,"2022","Puducherry","34","Pedestrian",102.0,18.0
739,"2022","Puducherry","34","Suv / Car / Jeep / Etc.",135.0,19.0
740,"2022","Puducherry","34","Three Wheeler/Auto Rickshaw",23.0,3.0
741,"2022","Puducherry","34","Tractor",17.0,2.0
742,"2022","Puducherry","34","Truck/Lorry/Mini Truck",65.0,35.0
743,"2022","Puducherry","34","Two Wheeler",780.0,85.0
744,"2022","Punjab","3","Animal Drawn Vehicle",44.0,87.0
745,"2022","Punjab","3","Bicycle",112.0,215.0
746,"2022","Punjab","3","Bus",109.0,57.0
747,"2022","Punjab","3","Hand Drawn Vehicle/ Cycle Rickshaw",8.0,11.0
748,"2022","Punjab","3","Other Motor Vehicles",88.0,48.0
749,"2022","Punjab","3","Others",19.0,35.0
750,"2022","Punjab","3","Pedestrian",241.0,609.0
751,"2022","Punjab","3","Suv / Car / Jeep / Etc.",861.0,1101.0
752,"2022","Punjab","3","Three Wheeler/Auto Rickshaw",96.0,149.0
753,"2022","Punjab","3","Tractor",32.0,70.0
754,"2022","Punjab","3","Truck/Lorry/Mini Truck",99.0,207.0
755,"2022","Punjab","3","Two Wheeler",1663.0,2099.0
756,"2022","Rajasthan","8","Animal Drawn Vehicle",1.0,1.0
757,"2022","Rajasthan","8","Bicycle",81.0,32.0
758,"2022","Rajasthan","8","Bus",1302.0,339.0
759,"2022","Rajasthan","8","Hand Drawn Vehicle/ Cycle Rickshaw",3.0,0.0
760,"2022","Rajasthan","8","Other Motor Vehicles",1031.0,607.0
761,"2022","Rajasthan","8","Others",158.0,141.0
762,"2022","Rajasthan","8","Pedestrian",1948.0,1369.0
763,"2022","Rajasthan","8","Suv / Car / Jeep / Etc.",6006.0,2577.0
764,"2022","Rajasthan","8","Three Wheeler/Auto Rickshaw",600.0,199.0
765,"2022","Rajasthan","8","Tractor",954.0,561.0
766,"2022","Rajasthan","8","Truck/Lorry/Mini Truck",1986.0,1215.0
767,"2022","Rajasthan","8","Two Wheeler",8179.0,4062.0
768,"2022","Sikkim","11","Animal Drawn Vehicle",0.0,0.0
769,"2022","Sikkim","11","Bicycle",1.0,0.0
770,"2022","Sikkim","11","Bus",55.0,1.0
771,"2022","Sikkim","11","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
772,"2022","Sikkim","11","Other Motor Vehicles",13.0,3.0
773,"2022","Sikkim","11","Others",1.0,2.0
774,"2022","Sikkim","11","Pedestrian",10.0,5.0
775,"2022","Sikkim","11","Suv / Car / Jeep / Etc.",194.0,40.0
776,"2022","Sikkim","11","Three Wheeler/Auto Rickshaw",0.0,0.0
777,"2022","Sikkim","11","Tractor",0.0,0.0
778,"2022","Sikkim","11","Truck/Lorry/Mini Truck",53.0,39.0
779,"2022","Sikkim","11","Two Wheeler",44.0,8.0
780,"2022","Tamil Nadu","33","Animal Drawn Vehicle",6.0,1.0
781,"2022","Tamil Nadu","33","Bicycle",1406.0,421.0
782,"2022","Tamil Nadu","33","Bus",3094.0,213.0
783,"2022","Tamil Nadu","33","Hand Drawn Vehicle/ Cycle Rickshaw",10.0,5.0
784,"2022","Tamil Nadu","33","Other Motor Vehicles",62.0,24.0
785,"2022","Tamil Nadu","33","Others",20.0,3.0
786,"2022","Tamil Nadu","33","Pedestrian",11637.0,4427.0
787,"2022","Tamil Nadu","33","Suv / Car / Jeep / Etc.",7912.0,1051.0
788,"2022","Tamil Nadu","33","Three Wheeler/Auto Rickshaw",2256.0,267.0
789,"2022","Tamil Nadu","33","Tractor",178.0,81.0
790,"2022","Tamil Nadu","33","Truck/Lorry/Mini Truck",936.0,251.0
791,"2022","Tamil Nadu","33","Two Wheeler",40186.0,11140.0
792,"2022","Telangana","36","Animal Drawn Vehicle",0.0,0.0
793,"2022","Telangana","36","Bicycle",158.0,69.0
794,"2022","Telangana","36","Bus",473.0,98.0
795,"2022","Telangana","36","Hand Drawn Vehicle/ Cycle Rickshaw",160.0,53.0
796,"2022","Telangana","36","Other Motor Vehicles",213.0,184.0
797,"2022","Telangana","36","Others",183.0,180.0
798,"2022","Telangana","36","Pedestrian",2937.0,1458.0
799,"2022","Telangana","36","Suv / Car / Jeep / Etc.",2722.0,588.0
800,"2022","Telangana","36","Three Wheeler/Auto Rickshaw",1788.0,334.0
801,"2022","Telangana","36","Tractor",336.0,221.0
802,"2022","Telangana","36","Truck/Lorry/Mini Truck",839.0,397.0
